title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,https://www.goodreads.com/book/show/6687.Charlie_and_the_Great_Glass_Elevator,Charlie and the Great Glass Elevator,Roald Dahl,https://covers.openlibrary.org/b/id/7893583-L.jpg,https://openlibrary.org/works/OL45793W,"Taking up where Charlie and the Chocolate Factory leaves off, Charlie, his family, and Mr. Wonka find themselves launched into space in the great glass elevator.","Charlie And The Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,"{""title_author_patterns"": {""age_range"": ""8-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""8-12"", ""reading_category"": ""Intermediate Readers""}","After the events of Charlie and the Chocolate Factory, Charlie, his family, and Mr. Wonka go on a space adventure in a great glass elevator.","adventure, imagination, family",whimsical,,,{},0.0,True,existing_reading_level_data,,,,
If I Ran the Zoo,Dr. Seuss,https://www.goodreads.com/book/show/147029.If_I_Ran_the_Zoo,If I Ran the Zoo,Dr. Seuss,https://covers.openlibrary.org/b/id/10959614-L.jpg,https://openlibrary.org/works/OL261177W,"Gerald McGrew imagines the myriad of animals he’d have in his very own zoo, and the adventures he’ll have to go on in order to gather them all. Featuring everything from a lion with ten feet to a Fizza-ma-Wizza-ma-Dill.",If I Ran The Zoo,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}","A young boy dreams of creating his own zoo with unique and fantastical animals, leading him on exciting adventures to find them all.","imagination, creativity, adventure",whimsical,,,{},0.0,True,existing_reading_level_data,580.0,Educational Testing,high,high_volume_match
Black Beauty,Anna Sewell,https://www.goodreads.com/book/show/3685.Black_Beauty,Black Beauty,Anna Sewell,https://covers.openlibrary.org/b/id/5007492-L.jpg,https://openlibrary.org/works/OL15854658W,"(Ages 9-12, Gr. 4-7) An **animal rights classic** that's also an engaging read, **BLACK BEAUTY follows the life of an ebony horse from birth to old age**, and from pasture to the cobblestone streets of **19th century England** This morality tale and **animal ""autobiography""** gives a sweet and kind horse **a voice that's relatable yet unsentimental.**. Black Beauty's life begins on the grounds of an aristocratic English family. The **young horse learns early lessons from his mother like how not to bite or kick even in play** before circumstances force his sale to a new master; it's the first of several such sales/moves for the horse. As **his life intersects with different human owners, caretakers, and neighbors**, Black Beauty **experiences different kinds of care and abuse**, and he observes the **differing attitudes of humans toward horses.** Peppered throughout the novel are the **moral lessons** that the author, **Anna Sewell **who is the author**, wants to impart to her readers:** that **truly good humans are kind to all of God's creatures,** that **parents should teach their children to be kind to animals,** and perhaps most important, that **even though they can't speak, horses can feel so that makes this fiction/fake.** Anna Sewell was a devout Quaker, and that is apparent in her pacifist point of view, and in the book's **emphasis on the value of hard work without complaint.**


**strong text** author: a person who wrote the book",Black Beauty,Anna Sewell,"{""description_enhanced"": {""age_range"": ""9-12"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""9-12"", ""source"": ""description_enhanced"", ""confidence"": 0.8}","Black Beauty follows the life of a kind horse from birth to old age in 19th century England, highlighting his interactions with different human owners and caretakers.","animal rights, kindness, morality, empathy",empathetic,,,{},0.0,True,existing_reading_level_data,,,,
"Henry Huggins (Henry Huggins, #1)",Beverly Cleary,https://www.goodreads.com/book/show/568476.Henry_Huggins,Henry Huggins,Beverly Cleary,https://covers.openlibrary.org/b/id/15087634-L.jpg,https://openlibrary.org/works/OL151924W,"Henry Huggins is the first book in the Henry Huggins series of children's novels, written by Beverly Cleary. Henry is an ordinary boy who manages to get into funny scrapes with his dog, Ribsy. First published on September 6, 1950, it was originally illustrated by Louis Darling.","Henry Huggins (Henry Huggins, #1)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}","Henry Huggins follows the adventures of an ordinary boy and his mischievous dog, Ribsy, as they get into funny situations together.","friendship, adventure, humor",lighthearted,,,{},0.0,True,existing_reading_level_data,910.0,MetaMetrics/Educational,high,high_volume_match
Esio Trot,Roald Dahl,https://www.goodreads.com/book/show/194755.Esio_Trot,Esio Trot,Roald Dahl,https://covers.openlibrary.org/b/id/8223130-L.jpg,https://openlibrary.org/works/OL45869W,"Another whimsical book by author Roald Dahl.
Mr. Hoppy is in love with Mrs. Silver, but she doesn't even know he's alive.  The only one she has eyes for is her pet tortoise, Alfie. How can Mr. Hoppy get her to notice him? Why, with magic, of course! An ancient spell, and 140 special tortoises are just the tools he needs ― because the way to Mrs. Silver's heart is through her tortoise!",Esio Trot,Roald Dahl,"{""title_author_patterns"": {""age_range"": ""8-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}, ""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis_fix""}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""8-12"", ""reading_category"": ""Intermediate Readers""}","A whimsical tale about a man who uses magic and a clever plan to win the heart of the woman he loves, who is more focused on her pet tortoise.","love, magic, humor",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,False,,,,,
"Papa, Please Get the Moon for Me",Eric Carle,https://www.goodreads.com/book/show/47674.Papa_Please_Get_the_Moon_for_Me,"Papa, please get the moon for me",Eric Carle,https://covers.openlibrary.org/b/id/683740-L.jpg,https://openlibrary.org/works/OL53010W,"Monica's father fulfills her request for the moon by taking it down after it is small enough to carry, but it continues to change in size. Some pages fold out to display particularly large pictures.","Papa, Please Get The Moon For Me",Eric Carle,"{""title_author_patterns"": {""age_range"": ""3-6"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""3-6"", ""reading_category"": ""Early Readers""}","A young girl's father fulfills her request for the moon, but it continues to change in size, leading to unexpected adventures. Some pages fold out to reveal large pictures.","imagination, parent-child relationship, wonder",whimsical,,,{},0.0,True,existing_reading_level_data,380.0,Publisher Data,high,mega_expansion
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father,Ramona and Her Father,Beverly Cleary,https://covers.openlibrary.org/b/id/15087264-L.jpg,https://openlibrary.org/works/OL151989W,"Lately Ramona had the terrible feeling that she was the only happy member of the Quimby family. Since her father lost his job, he seemed too worried to love her anymore. Ramona's mother and big sister Beezus had become awfully busy and and grouchy. Even Picky-picky, the family cat, was grumpy. He didn't like her new cheaper food and had eaten the Quimby's Halloween jack-o'-lantern instead.

Ramona tried everything she could to make things better. With Beezus's help she launched a campaign to stop her father from smoking so much, but he didn't seem to appreciate it. Ramona also tried to act adorable, like kids in TV commercials. Mr. Quimby said the boy who sang the Whopperburger jingle made a million dollars year! Ramona wanted to make a million dollars, too, because then her father would surely be fun again.


----------
Also included in:

 - [The Trouble with Ramona and Beezus](https://openlibrary.org/works/OL17377136W)","Ramona And Her Father (Ramona, #4)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}","Ramona tries to bring happiness back to her family after her father loses his job and everyone becomes grumpy. She attempts various strategies, including trying to get her father to quit smoking and acting adorable like kids in commercials.","family dynamics, empathy, resilience, financial struggles",heartwarming,,,{},0.0,True,existing_reading_level_data,910.0,Educational Testing Service,high,high_volume_match
The Very Quiet Cricket,Eric Carle,https://www.goodreads.com/book/show/125423.The_Very_Quiet_Cricket,The very quiet cricket,Eric Carle,https://covers.openlibrary.org/b/id/259476-L.jpg,https://openlibrary.org/works/OL53023W,A very quiet cricket who wants to rub his wings together and make a sound as do so many other animals finally achieves his wish. The cricket's sound is reproduced at the end of the book.,The Very Quiet Cricket,Eric Carle,"{""title_author_patterns"": {""age_range"": ""3-6"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}, ""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis_fix""}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""3-6"", ""reading_category"": ""Early Readers""}","The story follows a very quiet cricket who longs to make a sound like the other animals. After persevering, the cricket finally achieves his goal at the end of the book.","belonging, perseverance",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,False,,320.0,MetaMetrics,high,mega_expansion
"Otherwise Known as Sheila the Great (Fudge, #2)",Judy Blume,https://www.goodreads.com/book/show/80670.Otherwise_Known_as_Sheila_the_Great,Otherwise Known as Sheila the Great,Judy Blume,https://covers.openlibrary.org/b/id/10830248-L.jpg,https://openlibrary.org/works/OL1838365W,"Otherwise Known as Sheila the Great is a children's novel by Judy Blume, first published in 1972. It is the second book in the Fudge series.","Otherwise Known As Sheila The Great (Fudge, #2)",Judy Blume,"{""title_author_patterns"": {""age_range"": ""8-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""8-12"", ""reading_category"": ""Intermediate Readers""}",A story about a young girl who overcomes her fears and insecurities through various challenges and experiences.,"fear, insecurity, growth, friendship",empowering,,,{},0.0,True,existing_reading_level_data,,,,
Outside Over There,Maurice Sendak,https://www.goodreads.com/book/show/120711.Outside_Over_There,Outside over there,Maurice Sendak,https://covers.openlibrary.org/b/id/3094342-L.jpg,https://openlibrary.org/works/OL2568824W,"With Papa off to sea and Mama despondent, Ida must go outside over there to rescue her baby sister from goblins who steal her to be a goblin's bride.",Outside Over There,Maurice Sendak,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Early Readers""}",A young girl named Ida must venture outside to rescue her baby sister from goblins who want to make her a bride.,"family, sibling love, rescue, imagination",adventurous,,,{},0.0,True,existing_reading_level_data,,,,
"Dear Mr. Henshaw (Leigh Botts, #1)",Beverly Cleary,https://www.goodreads.com/book/show/105999.Dear_Mr_Henshaw,Dear Mr. Henshaw,Beverly Cleary,https://covers.openlibrary.org/b/id/12447257-L.jpg,https://openlibrary.org/works/OL151997W,"Dear Mr. Henshaw is a juvenile epistolary novel by Beverly Cleary and illustrator Paul O. Zelinsky that was awarded the Newbery Medal in 1984. Based on a 2007 online poll, the National Education Association listed the book as one of its ""Teachers' Top 100 Books for Children"".","Dear Mr. Henshaw (Leigh Botts, #1)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}",A juvenile epistolary novel that won the Newbery Medal in 1984 and is recommended Education Association.,"communication, loneliness, friendship",reflective,,,{},0.0,True,existing_reading_level_data,,,,
"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door,A Wind in the Door (Time Quintet #2,Madeleine L'Engle,https://covers.openlibrary.org/b/id/8276481-L.jpg,https://openlibrary.org/works/OL41494W,"A Wind in the Door is a young adult science fantasy novel by Madeleine L'Engle. It is a companion book to A Wrinkle in Time, and part of the Time Quartet (and by extension the Time Quintet).

It is November. When Meg comes home from school, Charles Wallace tells her he saw dragons in the twin’s vegetable garden.  That night Meg, Calvin and C.W. go to the vegetable garden to meet the Teacher (Blajeny) who explains that what they are seeing isn’t a dragon at all, but a cherubim named Proginoskes.  It turns out that C.W. is ill and that  Blajeny and Proginoskes are there to make him well – and by making him well, they will keep the balance of the universe in check and save it from the evil Echthros.  
 
Meg, Calvin and Mr. Jenkins (grade school principal) must travel inside C.W. to have this battle and save Charles’ life as well as the balance of the universe.","A Wind In The Door (Time Quintet, #2)",Madeleine L'Engle,"{""description_enhanced"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}",A group of children must travel inside one of them to battle evil and save the balance of the universe when one of them falls ill.,"friendship, good vs. evil, healing",adventurous,,,{},0.0,True,existing_reading_level_data,,,,
Oh Say Can You Say?,Dr. Seuss,https://www.goodreads.com/book/show/7783.Oh_Say_Can_You_Say_,Oh say can you say?,Dr. Seuss,https://covers.openlibrary.org/b/id/193-L.jpg,https://openlibrary.org/works/OL14949157W,A collection of nonsensical tongue twisters.,Oh Say Can You Say?,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A collection of nonsensical tongue twisters for children to enjoy and practice their language skills.,"language, fun, playfulness",whimsical,,,{},0.0,True,existing_reading_level_data,350.0,MetaMetrics/Random House,high,mega_expansion
"Henry and Ribsy (Henry Huggins, #3)",Beverly Cleary,https://www.goodreads.com/book/show/244338.Henry_and_Ribsy,Henry and Ribsy,Beverly Cleary,https://covers.openlibrary.org/b/id/9400466-L.jpg,https://openlibrary.org/works/OL151966W,"Henry and Ribsy is the third book in the Henry Huggins series of humorous children's novels written by Beverly Cleary. Henry's dad has promised to take him salmon fishing on one condition – he has to keep his dog Ribsy out of trouble for two months. That's not easy to do, especially when Ramona Quimby gets involved. First published in 1954, Henry and Ribsy was originally illustrated by Louis Darling.","Henry And Ribsy (Henry Huggins, #3)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}","A boy named Henry must keep his mischievous dog Ribsy out of trouble for two months in order to go salmon fishing with his dad. Things get complicated when another character, Ramona Quimby, enters the picture.","friendship, responsibility, adventure",humorous,,,{},0.0,True,existing_reading_level_data,920.0,Publisher Data,high,high_volume_match
"Ramona and Her Mother (Ramona Quimby, #5)",Beverly Cleary,https://www.goodreads.com/book/show/89551.Ramona_and_Her_Mother,Ramona and Her Mother,Beverly Cleary,https://covers.openlibrary.org/b/id/12858569-L.jpg,https://openlibrary.org/works/OL151961W,"Ramona and Her Mother by Beverly Cleary is the fifth book of the popular Ramona series. Mr. Quimby has found another job, though it is one he does not like very much. Ramona finds herself caught between being too young to stay home alone and too old to enjoy playing with pesky Willa Jean. She is trying to grow up, but sometimes it seems like her family is making it harder. Ramona and Her Mother won the 1981 National Book Award. 

----------


Also contained in:
[Unstoppable Ramona and Beezus](https://openlibrary.org/works/OL151945W)","Ramona And Her Mother (Ramona Quimby, #5)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}","Ramona struggles with growing up while her father takes on a job he dislikes. Caught between being too young and too old, she faces challenges with her pesky neighbor and her family.","growing up, family dynamics, challenges, self-discovery",heartwarming,,,{},0.0,True,existing_reading_level_data,,,,
"Summer of My German Soldier (Summer of My German Soldier, #1)",Bette Greene,https://www.goodreads.com/book/show/18580.Summer_of_My_German_Soldier,The Summer of My German Soldier,Bette Greene,https://covers.openlibrary.org/b/id/12619740-L.jpg,https://openlibrary.org/works/OL894460W,"When her small hometown in Arkansas becomes the site of a camp housing German prisoners during World War II, 12-year-old Patty Bergen learns what it means to open her heart. Although she's Jewish, she begins to see a prison escapee, Anton, not as a Nazi--but as a lonely, frightened young man with feelings not unlike her own, who understands and appreciates her in a way her parents never will. And Patty is willing to risk losing family, friends--even her freedom--for what has quickly become the most important part of her life.","Summer Of My German Soldier (Summer Of My German Soldier, #1)",Bette Greene,"{""description_enhanced"": {""age_range"": ""12-14"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""12-14"", ""source"": ""description_enhanced"", ""confidence"": 0.8}","During World War II, a 12-year-old Jewish girl in Arkansas befriends a German prisoner, seeing him as a lonely young man rather than a Nazi. She risks everything for their friendship.","friendship, empathy, courage, prejudice",empathetic,,,{},0.0,True,existing_reading_level_data,,,,
It's a Book,Lane Smith,https://www.goodreads.com/book/show/7747422-it-s-a-book,It's a Book,Lane Smith,https://covers.openlibrary.org/b/id/6460313-L.jpg,https://openlibrary.org/works/OL15335451W,"Can it text? Blog? Scroll? Wi-fi? Tweet? No, it's a book. A donkey with a laptop computer and a gorilla with a printed book discuss the merits of their preferred formats. Playful and lighthearted with a subversive twist that is signature Lane Smith, It's a Book is a delightful manifesto on behalf of print in the digital age. This satisfying, perfectly executed picture book has something to say to readers of all stripes and all ages. - Publisher.",It'S A Book,Lane Smith,"{""description_enhanced"": {""reading_category"": ""Early Readers"", ""age_range"": ""3-6"", ""source"": ""description_series"", ""confidence"": 0.7}}",True,"{""reading_category"": ""Early Readers"", ""age_range"": ""3-6"", ""source"": ""description_series"", ""confidence"": 0.7}",A playful and lighthearted picture book featuring a donkey with a laptop and a gorilla with a printed book discussing the merits of their preferred formats. It serves as a manifesto in favor of print in the digital age.,"technology, print vs. digital, playfulness",playful,,,{},0.0,True,existing_reading_level_data,,,,
If I Ran the Circus,Dr. Seuss,https://www.goodreads.com/book/show/161788.If_I_Ran_the_Circus,If I Ran the Circus,Dr. Seuss,https://covers.openlibrary.org/b/id/255160-L.jpg,https://openlibrary.org/works/OL261176W,A young boy imagines the fantastic animals and incredible acts he will have for his greatest of all circuses.,If I Ran The Circus,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A young boy dreams of creating his own circus filled with fantastical animals and incredible acts.,"imagination, creativity, dreams",whimsical,,,{},0.0,True,existing_reading_level_data,600.0,Educational Testing Service,high,mega_expansion
Miss Bindergarten Gets Ready for Kindergarten,Joseph Slate,https://www.goodreads.com/book/show/364588.Miss_Bindergarten_Gets_Ready_for_Kindergarten,Miss Bindergarten Gets Ready for Kindergarten,Joseph Slate,https://covers.openlibrary.org/b/id/360935-L.jpg,https://openlibrary.org/works/OL502089W,Introduces the letters of the alphabet as Miss Bindergarten and her students get ready for kindergarten.,Miss Bindergarten Gets Ready For Kindergarten,Joseph Slate,"{""description_enhanced"": {""age_range"": ""5-6"", ""reading_category"": ""Beginning Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""5-6"", ""reading_category"": ""Beginning Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}",A story about Miss Bindergarten and her students preparing for kindergarten letters of the alphabet.,"education, alphabet, preparation",educational,,,{},0.0,True,existing_reading_level_data,,,,
Thidwick the Big-Hearted Moose,Dr. Seuss,https://www.goodreads.com/book/show/273735.Thidwick_the_Big_Hearted_Moose,Thidwick the Big-Hearted Moose,Dr. Seuss,https://covers.openlibrary.org/b/id/255163-L.jpg,https://openlibrary.org/works/OL261213W,"When a moose gives a Bingle Bug a ride on his horns, he unwillingly becomes host to a large number of freeloading pests.",Thidwick The Big-Hearted Moose,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A moose ends up hosting a group of freeloading pests after giving a Bingle Bug a ride on his horns.,"friendship, hospitality, cooperation",humorous,,,{},0.0,True,existing_reading_level_data,530.0,Educational Publishers,high,high_volume_match
Hooray For Diffendoofer Day!,Dr. Seuss,https://www.goodreads.com/book/show/273730.Hooray_For_Diffendoofer_Day_,Hooray for Diffendoofer Day!,Dr. Seuss,https://covers.openlibrary.org/b/id/424151-L.jpg,https://openlibrary.org/works/OL1898269W,"The students of Diffendoofer School celebrate their unusual teachers and curriculum, including Miss Fribble who teaches laughing, Miss Bonkers who teaches frogs to dance, and Mr. Katz who builds robotic rats.",Hooray For Diffendoofer Day!,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}","The students of Diffendoofer School appreciate their unique teachers and creative curriculum, including Katz who constructs robotic rats.","creativity, uniqueness, appreciation",whimsical,,,{},0.0,True,existing_reading_level_data,480.0,Publisher/Random House,high,mega_expansion
My Many Colored Days,Dr. Seuss,https://www.goodreads.com/book/show/134028.My_Many_Colored_Days,My Many Colored Days,Dr. Seuss,https://covers.openlibrary.org/b/id/5101570-L.jpg,https://openlibrary.org/works/OL261193W,This rhyming story describes each day in terms of a particular color which in turn is associated with specific emotions.,My Many Colored Days,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A rhyming story that explores each day through colors and emotions.,"colors, emotions, daily routines",playful,,,{},0.0,True,existing_reading_level_data,300.0,MetaMetrics,high,mega_expansion
The Magic Finger,Roald Dahl,https://www.goodreads.com/book/show/6670.The_Magic_Finger,The Magic Finger,Roald Dahl,https://covers.openlibrary.org/b/id/9158800-L.jpg,https://openlibrary.org/works/OL45876W,"Angered by a neighboring family's sport hunting, an eight-year-old girl turns her magic finger on them.",The Magic Finger,Roald Dahl,"{""title_author_patterns"": {""age_range"": ""8-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""8-12"", ""reading_category"": ""Intermediate Readers""}",An eight-year-old girl uses her magic finger to teach a neighboring family a lesson about sport hunting.,"nature conservation, animals rights, empathy",empowering,,,{},0.0,True,existing_reading_level_data,,,,
The Tiny Seed,Eric Carle,https://www.goodreads.com/book/show/241074.The_Tiny_Seed,The Tiny Seed,Eric Carle,https://covers.openlibrary.org/b/id/3267631-L.jpg,https://openlibrary.org/works/OL52982W,A simple description of a flowering plant's life cycle through the seasons.,The Tiny Seed,Eric Carle,"{""title_author_patterns"": {""age_range"": ""3-6"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""3-6"", ""reading_category"": ""Early Readers""}",A depiction of a flowering plant's life cycle as it progresses through the seasons.,"nature, growth, cycles",educational,,,{},0.0,True,existing_reading_level_data,,,,
Happy Birthday to You!,Dr. Seuss,https://www.goodreads.com/book/show/7775.Happy_Birthday_to_You_,Happy birthday to you!,Dr. Seuss,https://covers.openlibrary.org/b/id/255156-L.jpg,https://openlibrary.org/works/OL1898268W,Describes a birthday celebration in Katroo presided over by the Birthday Bird.,Happy Birthday To You!,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A story about a birthday celebration in Katroo with the Birthday Bird.,"celebration, friendship, community",playful,,,{},0.0,True,existing_reading_level_data,420.0,Educational Publishers,high,mega_expansion
"Little Bear's Visit (Little Bear, #4)",Else Holmelund Minarik,https://www.goodreads.com/book/show/590524.Little_Bear_s_Visit,Little Bear's Visit,Else Holmelund Minarik,https://covers.openlibrary.org/b/id/3092492-L.jpg,https://openlibrary.org/works/OL2568814W,"(Age 4-8) (Preschool to Gr 3) **Little Bear enjoys his visits with his Grandmother and Grandfather Bear. He likes Grandfather’s hat and Grandmother’s cooking. But most of all, he loves to listen to their stories!**","Little Bear'S Visit (Little Bear, #4)",Else Holmelund Minarik,"{""description_enhanced"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}","A young bear named Little Bear treasures his visits with his grandparents, enjoying their stories, cooking, and special items.","family, tradition, storytelling",warm,,,{},0.0,True,existing_reading_level_data,,,,
I Can Read with My Eyes Shut!,Dr. Seuss,https://www.goodreads.com/book/show/7785.I_Can_Read_with_My_Eyes_Shut_,I Can Read With My Eyes Shut!,Dr. Seuss,https://covers.openlibrary.org/b/id/6637897-L.jpg,https://openlibrary.org/works/OL1898287W,"*** Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.
*** Lib. of Cong Cat: The Cat in the Hat takes Young Cat in tow to show him the fun he can get out of reading.
*** Amazon.com: Dr. Seuss and the Cat show that reading is fun—even when you don’t look at the words!—in this classic Beginner Book. “The more that you read, the more things you will know. The more that you learn, the more places you’ll go.” Whether reading in bed or in purple or brown, reading is fun—even upside down. And whether reading about hoses or roses or owls on noses, I Can Read with My Eyes Shut is a hysterical way to discover the joy of books.",I Can Read With My Eyes Shut!,Dr. Seuss,"{""description"": {""reading_category"": ""Beginning Readers"", ""age_range"": ""5-8"", ""source"": ""description_indicators"", ""extraction_confidence"": 0.7}, ""title_author_patterns"": {""age_range"": ""5-8"", ""category"": ""Beginning Readers"", ""confidence"": 0.8, ""source"": ""title_series_pattern""}, ""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis_fix""}}",True,"{""source"": ""description_indicators"", ""confidence"": 0.7, ""age_range"": ""5-8"", ""reading_category"": ""Beginning Readers""}","A playful book about the joy of reading, 'I Can Read With My Eyes Shut!' encourages children to explore the world of books in a fun and imaginative way.","learning, imagination, joy",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,False,,250.0,Educational Publishers,high,high_volume_match
