title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
Tuck Everlasting,Natalie Babbitt,https://www.goodreads.com/book/show/84981.Tuck_Everlasting,Tuck Everlasting,Natalie Babbitt,https://covers.openlibrary.org/b/id/1471164-L.jpg,https://openlibrary.org/works/OL2775698W,A surprising encounter between a young girl and a family which is cursed with everlasting life develops into a deep friendship. Lovely prose and a lovely thought provoking story.,Tuck Everlasting,Natalie Babbitt
The Egypt Game (Game #1),Zilpha Keatley Snyder,https://www.goodreads.com/book/show/903.The_Egypt_Game,The Egypt game,Zilpha Keatley Snyder,https://covers.openlibrary.org/b/id/282839-L.jpg,https://openlibrary.org/works/OL29899W,"A group of children, entranced with the study of Egypt, play their own Egypt game, are visited by a secret oracle, become involved in a murder, and befriend the Professor before they move on to new interests, such as Gypsies.",The Egypt Game (Game #1),Zilpha Keatley Snyder
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,https://www.goodreads.com/book/show/29127.The_Last_Unicorn,The Last Unicorn,Peter S. Beagle,https://covers.openlibrary.org/b/id/294651-L.jpg,https://openlibrary.org/works/OL26459W,"*The unicorn lived in a lilac wood, and she lived all alone…*

 …so she ventured out from the safety of the enchanted forest on a quest for others of her kind. Joined along the way by the bumbling magician Schmendrick and the indomitable Molly Grue, the unicorn learns all about the joys and sorrows of life and love before meeting her destiny in the castle of a despondent monarch—and confronting the creature that would drive her kind to extinction....

In *The Last Unicorn*, renowned and beloved novelist Peter S. Beagle spins a poignant tale of love, loss, and wonder that has resonated with millions of readers around the world.","The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle
If I Ran the Zoo,Dr. Seuss,https://www.goodreads.com/book/show/147029.If_I_Ran_the_Zoo,If I Ran the Zoo,Dr. Seuss,https://covers.openlibrary.org/b/id/10959614-L.jpg,https://openlibrary.org/works/OL261177W,"Gerald McGrew imagines the myriad of animals he’d have in his very own zoo, and the adventures he’ll have to go on in order to gather them all. Featuring everything from a lion with ten feet to a Fizza-ma-Wizza-ma-Dill.",If I Ran The Zoo,Dr. Seuss
"Half Magic (Tales of Magic, #1)",Edward Eager,https://www.goodreads.com/book/show/225038.Half_Magic,Half Magic (Tales of Magic #1),Edward Eager,https://covers.openlibrary.org/b/id/541270-L.jpg,https://openlibrary.org/works/OL61407W,"It all begins when Jane finds a strange coin on a sun-warmed sidewalk. And because she and her siblings are having the worst, most dreadfully boring summer ever, she idly wishes something exciting would happen. And something *does*: Her wish is granted.

Or not quite. Only half her wish comes true. It turns out the coin grants wishes—but only by half, so that you must wish for *twice* as much as you want.

Wishing for two times something is a cinch, but other doubled wishes only cause twice as much trouble. What is half of twice a talking cat? Or to be half-again twice not-here? And how do you double your most heartfelt wish, the one you care about so much it must be perfect?","Half Magic (Tales Of Magic, #1)",Edward Eager
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,https://www.goodreads.com/book/show/307791.The_City_of_Ember,The City of Ember (The First Book of Ember),Jeanne DuPrau,https://covers.openlibrary.org/b/id/14421081-L.jpg,https://openlibrary.org/works/OL4132752W,"A modern-day classic. This highly acclaimed adventure series about two friends desperate to save their doomed city has captivated kids and teachers alike for almost fifteen years and has sold over 3.5 MILLION copies!
 
The city of Ember was built as a last refuge for the human race. Two hundred years later, the great lamps that light the city are beginning to flicker. When Lina finds part of an ancient message, she’s sure it holds a secret that will save the city. She and her friend Doon must race to figure out the clues before the lights go out on Ember forever!","The City Of Ember (Book Of Ember, #1)",Jeanne Duprau
Giraffes Can't Dance,Giles Andreae,https://www.goodreads.com/book/show/765148.Giraffes_Can_t_Dance,Giraffes can't dance,Giles Andreae,https://covers.openlibrary.org/b/id/276948-L.jpg,https://openlibrary.org/works/OL73217W,"Gerald the giraffe is too clumsy to dance with all the other animals at the Jungle Dance, until he finds the right music.",Giraffes Can'T Dance,Giles Andreae
"A Bear Called Paddington (Paddington, #1)",Michael Bond,https://www.goodreads.com/book/show/160629.A_Bear_Called_Paddington,"A Bear Called Paddington - An Omnibus (Paddington Bear #1-3, 5-6)",Michael Bond,https://covers.openlibrary.org/b/id/10295619-L.jpg,https://openlibrary.org/works/OL24542086W,"Contains five books (1-3 and 5-6) in the Paddington Bear series.

""Please look after this bear, thank you."" It is these words, written on the label round his neck, which make the Brown family decide to take the small brown bear home with them. They meet him on Paddington Station; he had travelled by himself all the way from Peru, with only a jar of his favourite marmalade to keep him going. The Browns soon find that life with their little friend is going to be very unusual indeed!

Now for the first time, five novels about the adventures of Paddington are published together in this delightful omnibus.

Charming, enterprising, and always fun, this lovable, trouble-prone bear has friends in many countries and this unique edition will no doubt win him many more.

Book 1: *A Bear Called Paddington*
Mr. and Mrs. Brown first met Paddington, a most endearing bear from Darkest Peru on a railway platform in London. From the very first night when he attempted his first bath and ended up nearly flooding the house, Paddington was seldom far from imminent disaster. Jonathan and Judy were delighted with this havoc and even Mr. and Mrs. Brown had to admit that life seemed to be more filled with adventure when there was a bear in the house.

Book 2: *More About Paddington*
Paddington Bear becomes a celebrity when he takes portraits of the Brown family with a very old camera. Thanks to the unique results, a local shop puts the photos on display. And that's just the first adventure this extraordinary bear finds himself in. From wallpapering to mystery-solving, Paddington does it all with the sense of wonder and playful charm that readers have come to love.

Book 3: *Paddington Helps Out*
That bear is back again, and in this new edition of Paddington Helps Out, his attraction for near disaster is as magnetic as ever. Who but Paddington would set out to cook dumplings only to find himself chased from the kitchen by something so nasty only his resourceful friend Mr. Gruber can rescue him? And who else could get away with sawing his neighbor’s kitchen table in two or flooding the launderette? These and other riotous adventures all find their way into Paddington’s scrapbook and make for another delightful book starring this beloved bear from Darkest Peru.

Book 5: *Paddington at Large*
There’ll always be an England, but the old place has never been quite the same since the Brown children came across a small lost bear in London’s Paddington Station. Whether tinkering with the neighbor’s lawn mower or experimenting in the kitchen, Paddington has a knack for finding trouble.

Book 6: *Paddington Marches On*
Paddington tries his paw as a chimney sweep, washes barrels in a marmalade factory, and frightens the wits out of the visitors to Madame Tussaud's Wax Work Museum.","A Bear Called Paddington (Paddington, #1)",Michael Bond
Chicken Little,Steven Kellogg,https://www.goodreads.com/book/show/1101274.Chicken_Little,Chicken Little,Steven Kellogg,https://covers.openlibrary.org/b/id/4194905-L.jpg,https://openlibrary.org/works/OL10550284W,"Chicken Little and his feathered friends, alarmed that the sky seems to be falling, are easy prey to hungry Foxy Loxy when he poses as a police officer in hopes of tricking them into his truck.",Chicken Little,Steven Kellogg
Leo the Late Bloomer,Robert Kraus,https://www.goodreads.com/book/show/225542.Leo_the_Late_Bloomer,Leo the Late Bloomer,Robert Kraus,https://covers.openlibrary.org/b/id/672529-L.jpg,https://openlibrary.org/works/OL99687W,"Leo, a young tiger, finally blooms under the anxious eyes of his parents.",Leo The Late Bloomer,Robert Kraus
"We Are in a Book! (Elephant & Piggie, #13)",Mo Willems,https://www.goodreads.com/book/show/7846067-we-are-in-a-book,We Are in a Book! (Elephant & Piggie),Mo Willems,https://covers.openlibrary.org/b/id/14416025-L.jpg,https://openlibrary.org/works/OL15371369W,"Gerald is careful. Piggie is not. Piggie cannot help smiling. Gerald can.

Gerald and Piggie are best friends.


In We Are in a Book! Gerald and Piggie discover the joy of being read. But what will happen when the book ends?

Using vocabulary perfect for beginning readers (and vetted by an early-learning specialist), Mo Willems has crafted a mind-bending story that is even more interactive than previous Elephant & Piggie adventures. Fans of the Geisel Award-winning duo won't be able to put this book down--literally!","We Are In A Book! (Elephant & Piggie, #13)",Mo Willems
Room on the Broom,Julia Donaldson,https://www.goodreads.com/book/show/177246.Room_on_the_Broom,Room on the Broom,Julia Donaldson,https://covers.openlibrary.org/b/id/10839950-L.jpg,https://openlibrary.org/works/OL1938251W,"The witch and her cat couldn't be happier, flying through the sky on their broomstick -- until the witch drops her hat, then her bow, then her wand! Luckily, three helpful animals find the missing items and all they want in return is a ride on the broomstick. But is there room on the broom for so many new friends? And when disaster strikes, will they be able to save the witch from the clutches of a hungry dragon? From the acclaimed creators of The Gruffalo, this enchanting story of quick wits and friendship is full of humor and adventure -- and just the right amount of spookiness. - Publisher.",Room On The Broom,Julia Donaldson
Just for You (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386234.Just_for_You,Just for you,Mercer Mayer,https://covers.openlibrary.org/b/id/4997523-L.jpg,https://openlibrary.org/works/OL79064W,A little creature tries and tries to do something special for his mother but something always seems to go wrong.,Just For You (A Golden Look-Look Book),Mercer Mayer
The Five Chinese Brothers,Claire Huchet Bishop,https://www.goodreads.com/book/show/65217.The_Five_Chinese_Brothers,The Five Chinese Brothers,Claire Huchet Bishop,https://covers.openlibrary.org/b/id/6929635-L.jpg,https://openlibrary.org/works/OL3852120W,Five brothers who look just alike outwit the executioner by using their extraordinary individual qualities.,The Five Chinese Brothers,Claire Huchet Bishop
Black Beauty,Anna Sewell,https://www.goodreads.com/book/show/3685.Black_Beauty,Black Beauty,Anna Sewell,https://covers.openlibrary.org/b/id/5007492-L.jpg,https://openlibrary.org/works/OL15854658W,"(Ages 9-12, Gr. 4-7) An **animal rights classic** that's also an engaging read, **BLACK BEAUTY follows the life of an ebony horse from birth to old age**, and from pasture to the cobblestone streets of **19th century England** This morality tale and **animal ""autobiography""** gives a sweet and kind horse **a voice that's relatable yet unsentimental.**. Black Beauty's life begins on the grounds of an aristocratic English family. The **young horse learns early lessons from his mother like how not to bite or kick even in play** before circumstances force his sale to a new master; it's the first of several such sales/moves for the horse. As **his life intersects with different human owners, caretakers, and neighbors**, Black Beauty **experiences different kinds of care and abuse**, and he observes the **differing attitudes of humans toward horses.** Peppered throughout the novel are the **moral lessons** that the author, **Anna Sewell **who is the author**, wants to impart to her readers:** that **truly good humans are kind to all of God's creatures,** that **parents should teach their children to be kind to animals,** and perhaps most important, that **even though they can't speak, horses can feel so that makes this fiction/fake.** Anna Sewell was a devout Quaker, and that is apparent in her pacifist point of view, and in the book's **emphasis on the value of hard work without complaint.**


**strong text** author: a person who wrote the book",Black Beauty,Anna Sewell
The Carrot Seed,Ruth Krauss,https://www.goodreads.com/book/show/857418.The_Carrot_Seed,The Carrot Seed,Ruth Krauss,https://covers.openlibrary.org/b/id/10935277-L.jpg,https://openlibrary.org/works/OL2040921W,"Despite everyone's dire predictions, a little boy has faith in the carrot see he plants",The Carrot Seed,Ruth Krauss
"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,https://www.goodreads.com/book/show/210329.The_Dark_Is_Rising,The dark is rising,Susan Cooper,https://covers.openlibrary.org/b/id/9363540-L.jpg,https://openlibrary.org/works/OL894245W,"On his eleventh birthday Will Stanton discovers that he is the last of the Old Ones, destined to seek the six magical Signs that will enable the Old Ones to triumph over the evil forces of the Dark.","The Dark Is Rising (The Dark Is Rising, #2)",Susan Cooper
"Henry Huggins (Henry Huggins, #1)",Beverly Cleary,https://www.goodreads.com/book/show/568476.Henry_Huggins,Henry Huggins,Beverly Cleary,https://covers.openlibrary.org/b/id/15087634-L.jpg,https://openlibrary.org/works/OL151924W,"Henry Huggins is the first book in the Henry Huggins series of children's novels, written by Beverly Cleary. Henry is an ordinary boy who manages to get into funny scrapes with his dog, Ribsy. First published on September 6, 1950, it was originally illustrated by Louis Darling.","Henry Huggins (Henry Huggins, #1)",Beverly Cleary
The Quiltmaker's Gift,Jeff Brumbeau,https://www.goodreads.com/book/show/56471.The_Quiltmaker_s_Gift,The quiltmaker's gift,Jeff Brumbeau,https://covers.openlibrary.org/b/id/816277-L.jpg,https://openlibrary.org/works/OL2347633W,"When a generous quiltmaker finally agrees to make a quilt for a greedy king but only under certain conditions, she causes him to undergo a change of heart.",The Quiltmaker'S Gift,Jeff Brumbeau
The Mysteries of Harris Burdick,Chris Van Allsburg,https://www.goodreads.com/book/show/55734.The_Mysteries_of_Harris_Burdick,The Mysteries of Harris Burdick,Chris Van Allsburg,https://covers.openlibrary.org/b/id/255653-L.jpg,https://openlibrary.org/works/OL3743767W,Presents a series of loosely related drawings each accompanied by a title and a caption which the reader may use to make up his or her own story.,The Mysteries Of Harris Burdick,Chris Van Allsburg
"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",Betty MacDonald,https://www.goodreads.com/book/show/25052.Mrs_Piggle_Wiggle_s_Magic,Mrs. Piggle-Wiggle's Magic (Mrs. Piggle-Wiggle #2),Betty MacDonald,https://covers.openlibrary.org/b/id/4617332-L.jpg,https://openlibrary.org/works/OL273760W,"Seven families are helped out by Mrs. Piggle-Wiggle's magic cures when they are faced with thought-you-saiders, tattletales, bad table manners, interrupters, heedless breakers, never-want-to-go-to-schoolers, and waddle-I-doers.","Mrs. Piggle-Wiggle'S Magic (Mrs. Piggle Wiggle, #2)",Betty Macdonald
"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken,https://www.goodreads.com/book/show/36638.The_Wolves_of_Willoughby_Chase,The Wolves of Willoughby Chase (Wolves #1),Joan Aiken,https://covers.openlibrary.org/b/id/239726-L.jpg,https://openlibrary.org/works/OL262048W,"This novel is the first in the Wolves Chronicles (aka The Wolves of Willoughby Chase Series), a series of children's novels set during the fictional early-19th century reign of King James the third.

A large number of wolves have migrated from the bitter cold of Europe and Russia into Britain via a new ""channel tunnel"", and terrorize the inhabitants of rural areas. Read about the adventures of cousins Bonnie and Sylvia and their friend Simon the goose-boy as they thwart the evil schemes of their governess Miss Slighcarp, and their so called ""teacher"" at boarding school, Mrs. Brisket.

The story was made into a film in 1989.","The Wolves Of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken
"Giggle, Giggle, Quack",Doreen Cronin,https://www.goodreads.com/book/show/191170.Giggle_Giggle_Quack,Giggle Giggle Quack (Click Clack Moo),Doreen Cronin,https://covers.openlibrary.org/b/id/479216-L.jpg,https://openlibrary.org/works/OL5703640W,"When Farmer Brown goes on vacation, leaving  his brother Bob in charge, Duck makes trouble by changing all his instructions to notes the animals like much better.","Giggle, Giggle, Quack",Doreen Cronin
The Seven Silly Eaters,Mary Ann Hoberman,https://www.goodreads.com/book/show/204910.The_Seven_Silly_Eaters,The Seven Silly Eaters,Mary Ann Hoberman,https://covers.openlibrary.org/b/id/112615-L.jpg,https://openlibrary.org/works/OL15043937W,"Peter only wants milk, Lucy insists on pink lemonade, and Jack is stuck on applesauce. Each new addition to the Peters clan brings another demand for a special dish. Mrs. Peters, loving mother that she is, does her best to fulfill each new request but the preparations get to be exhausting. It isn't until her birthday arrives that an unexpected present from her seven youngsters solves her problem and surprises them all. Marla Frazee's lively and detailed drawings of the Peters household add to the fun. -- Author's website.

Seven fussy eaters find a way to surprise their mother.",The Seven Silly Eaters,Mary Ann Hoberman
"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,https://www.goodreads.com/book/show/11312.Over_Sea_Under_Stone,"Over Sea, Under Stone (The Dark Is Rising #1)",Susan Cooper,https://covers.openlibrary.org/b/id/436197-L.jpg,https://openlibrary.org/works/OL894247W,"On holiday in Cornwall, the three Drew children discover an ancient map in the attic of the house that they are staying in. They know immediately that it is special. It is even more than that -- the key to finding a grail, a source of power to fight the forces of evil known as the Dark. And in searching for it themselves, the Drews put their very lives in peril. 
This is the first volume of Susan Cooper's brilliant and absorbing fantasy sequence known as The Dark Is Rising.","Over Sea, Under Stone (The Dark Is Rising, #1)",Susan Cooper
Bears in the Night,Stan Berenstain,https://www.goodreads.com/book/show/900067.Bears_in_the_Night,Bears in the Night,Stan Berenstain,https://covers.openlibrary.org/b/id/255199-L.jpg,https://openlibrary.org/works/OL72941W,"""Seven bears sneak out of bed, through the window, and across the dark countryside to investigate the source of a noise.""",Bears In The Night,Stan Berenstain
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,My side of the mountain,Jean Craighead George,https://covers.openlibrary.org/b/id/108669-L.jpg,https://openlibrary.org/works/OL111900W,"A young boy relates his adventures during the year he spends living alone in the Catskill Mountains, including his struggle for survival, his dependence on nature, his animal friends, and his ultimate realization that he needs human companionship.","My Side Of The Mountain (Mountain, #1)",Jean Craighead George
The Way Things Work,David Macaulay,https://www.goodreads.com/book/show/304889.The_Way_Things_Work,The Way Things Work,David Macaulay,https://covers.openlibrary.org/b/id/257822-L.jpg,https://openlibrary.org/works/OL15130328W,Text and numerous detailed illustrations introduce and explain the scientific principles and workings of hundreds of machines. Includes new material about digital technology.,The Way Things Work,David Macaulay
"The Substitute Teacher from the Black Lagoon (Black Lagoon, #15)",Mike Thaler,https://www.goodreads.com/book/show/647651.The_Substitute_Teacher_from_the_Black_Lagoon,Substitute Teacher from the Black Lagoon,Mike Thaler,https://covers.openlibrary.org/b/id/11723132-L.jpg,https://openlibrary.org/works/OL21237424W,An elementary school class must contend with a substitute teacher that seems like the monster Frankenstein.,"The Substitute Teacher From The Black Lagoon (Black Lagoon, #15)",Mike Thaler
"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",Sydney Taylor,https://www.goodreads.com/book/show/7926.All_of_a_Kind_Family,All-of-a-Kind Family,Sydney Taylor,https://covers.openlibrary.org/b/id/244721-L.jpg,https://openlibrary.org/works/OL6329150W,"The life of a Jewish family with seven children growing up on New York's Lower East Side in the early twentieth century is the subject of this series. It includes All-of-a-Kind Family Downtown, All-of-a-Kind Family Uptown, Ella of All-of-a-Kind Family, and others.","All-Of-A-Kind Family (All-Of-A-Kind-Family, #1)",Sydney Taylor
Wilfrid Gordon McDonald Partridge,Mem Fox,https://www.goodreads.com/book/show/153168.Wilfrid_Gordon_McDonald_Partridge,Wilfrid Gordon McDonald Partridge,Mem Fox,https://covers.openlibrary.org/b/id/2659805-L.jpg,https://openlibrary.org/works/OL650921W,"A small boy tries to discover the meaning of ""memory"" so he can restore that of an elderly friend.",Wilfrid Gordon Mcdonald Partridge,Mem Fox
Esio Trot,Roald Dahl,https://www.goodreads.com/book/show/194755.Esio_Trot,Esio Trot,Roald Dahl,https://covers.openlibrary.org/b/id/8223130-L.jpg,https://openlibrary.org/works/OL45869W,"Another whimsical book by author Roald Dahl.
Mr. Hoppy is in love with Mrs. Silver, but she doesn't even know he's alive.  The only one she has eyes for is her pet tortoise, Alfie. How can Mr. Hoppy get her to notice him? Why, with magic, of course! An ancient spell, and 140 special tortoises are just the tools he needs ― because the way to Mrs. Silver's heart is through her tortoise!",Esio Trot,Roald Dahl
"Princess Academy (Princess Academy, #1)",Shannon Hale,https://www.goodreads.com/book/show/85990.Princess_Academy,Princess Academy,Shannon Hale,https://covers.openlibrary.org/b/id/844492-L.jpg,https://openlibrary.org/works/OL5738591W,Well Written and exciting!!!,"Princess Academy (Princess Academy, #1)",Shannon Hale
"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,https://www.goodreads.com/book/show/325416.The_Voyages_of_Doctor_Dolittle,The Voyages of Doctor Dolittle,Hugh Lofting,https://covers.openlibrary.org/b/id/281218-L.jpg,https://openlibrary.org/works/OL1449063W,"When his colleague Long Arrow disappears, Dr. Dolittle sets off with his assistant, Tommy Stubbins, his dog, Jip, and Polynesia the parrot on an adventurous voyage over tropical seas to floating Spidermonkey Island.","The Voyages Of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting
The Berenstain Bears No Girls Allowed,Stan Berenstain,https://www.goodreads.com/book/show/310039.The_Berenstain_Bears_No_Girls_Allowed,"The Berenstain Bears, no girls allowed",Stan Berenstain,https://covers.openlibrary.org/b/id/6598881-L.jpg,https://openlibrary.org/works/OL73010W,"Annoyed that Sister Bear always beats them at baseball and other ""boy"" type activities, her brother and other male cubs try to exclude her from their new club.",The Berenstain Bears No Girls Allowed,Stan Berenstain
"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,https://www.goodreads.com/book/show/77392.Anne_of_the_Island,Anne of the Island,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14639028-L.jpg,https://openlibrary.org/works/OL77748W,"New adventures lie ahead for Anne Shirley as she packs her bags, waves goodbye to childhood, and heads for Redmond College. With her old friend Prissy Grant waiting in the bustling city of Kingsport, and frivolous new pal Philippa Gordon at her side, Anne spreads her wings and discovers life on her own terms, filled with surprises: the joys of sharing a house with her irrepressible friends, her very first sale of a story - and a marriage proposal from the worst fellow imaginable!","Anne Of The Island (Anne Of Green Gables, #3)",L.M. Montgomery
The Berenstain Bears in the Dark,Stan Berenstain,https://www.goodreads.com/book/show/310070.The_Berenstain_Bears_in_the_Dark,The Berenstain Bears in the dark,Stan Berenstain,https://covers.openlibrary.org/b/id/4272635-L.jpg,https://openlibrary.org/works/OL72963W,"When Brother Bear brings a spooky book from the library, bedtime and the dark become ominous and threatening to Sister Bear.",The Berenstain Bears In The Dark,Stan Berenstain
A Fly Went By,Mike McClintock,https://www.goodreads.com/book/show/980501.A_Fly_Went_By,A fly went by,Marshall McClintock,https://covers.openlibrary.org/b/id/6696556-L.jpg,https://openlibrary.org/works/OL15608214W,A sheep with its foot caught in a tin can sets off a chase with a fly in the lead.,A Fly Went By,Mike Mcclintock
"Papa, Please Get the Moon for Me",Eric Carle,https://www.goodreads.com/book/show/47674.Papa_Please_Get_the_Moon_for_Me,"Papa, please get the moon for me",Eric Carle,https://covers.openlibrary.org/b/id/683740-L.jpg,https://openlibrary.org/works/OL53010W,"Monica's father fulfills her request for the moon by taking it down after it is small enough to carry, but it continues to change in size. Some pages fold out to display particularly large pictures.","Papa, Please Get The Moon For Me",Eric Carle
"Ramona and Her Father (Ramona, #4)",Beverly Cleary,https://www.goodreads.com/book/show/91247.Ramona_and_Her_Father,Ramona and Her Father,Beverly Cleary,https://covers.openlibrary.org/b/id/15087264-L.jpg,https://openlibrary.org/works/OL151989W,"Lately Ramona had the terrible feeling that she was the only happy member of the Quimby family. Since her father lost his job, he seemed too worried to love her anymore. Ramona's mother and big sister Beezus had become awfully busy and and grouchy. Even Picky-picky, the family cat, was grumpy. He didn't like her new cheaper food and had eaten the Quimby's Halloween jack-o'-lantern instead.

Ramona tried everything she could to make things better. With Beezus's help she launched a campaign to stop her father from smoking so much, but he didn't seem to appreciate it. Ramona also tried to act adorable, like kids in TV commercials. Mr. Quimby said the boy who sang the Whopperburger jingle made a million dollars year! Ramona wanted to make a million dollars, too, because then her father would surely be fun again.


----------
Also included in:

 - [The Trouble with Ramona and Beezus](https://openlibrary.org/works/OL17377136W)","Ramona And Her Father (Ramona, #4)",Beverly Cleary
Silly Sally,Audrey Wood,https://www.goodreads.com/book/show/815262.Silly_Sally,Silly Sally,Audrey Wood,https://covers.openlibrary.org/b/id/113225-L.jpg,https://openlibrary.org/works/OL547437W,"A rhyming story of Silly Sally, who makes many friends as she travels to town--backwards and upside down.",Silly Sally,Audrey Wood
Piggies,Audrey Wood,https://www.goodreads.com/book/show/815264.Piggies,Piggies,Don Wood,https://covers.openlibrary.org/b/id/1120516-L.jpg,https://openlibrary.org/works/OL4478176W,Ten little piggies dance on a young child's fingers and toes before finally going to sleep.,Piggies,Audrey Wood
The Pigeon Finds a Hot Dog!,Mo Willems,https://www.goodreads.com/book/show/197512.The_Pigeon_Finds_a_Hot_Dog_,The Pigeon finds a hot dog!,Mo Willems,https://covers.openlibrary.org/b/id/3334789-L.jpg,https://openlibrary.org/works/OL5759980W,A cute duckling 🐥 is bothering the pigeon over a hot dog!! Who will win this battle?,The Pigeon Finds A Hot Dog!,Mo Willems
There's an Alligator under My Bed (There's Something in My Room Series),Mercer Mayer,https://www.goodreads.com/book/show/724174.There_s_an_Alligator_under_My_Bed,There is an alligator under my bed,Mercer Mayer,https://covers.openlibrary.org/b/id/12664263-L.jpg,https://openlibrary.org/works/OL79049W,"The alligator under his bed makes a boy's bedtime hazardous operation, until he lures it out of the house and into the garage.",There'S An Alligator Under My Bed (There'S Something In My Room Series),Mercer Mayer
"The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson,https://www.goodreads.com/book/show/239810.The_Best_Christmas_Pageant_Ever,The Best Christmas Pageant Ever,Barbara Robinson,https://covers.openlibrary.org/b/id/50055-L.jpg,https://openlibrary.org/works/OL3534104W,"The six mean Herdman kids lie, steal, smoke cigars (even the girls) and then become involved in the community Christmas pageant.","The Best Christmas Pageant Ever (The Herdmans, #1)",Barbara Robinson
If You Take a Mouse to the Movies,Laura Numeroff,https://www.goodreads.com/book/show/826583.If_You_Take_a_Mouse_to_the_Movies,If You Take a Mouse To The Movies,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/24550-L.jpg,https://openlibrary.org/works/OL61458W,"Taking a mouse to the movies can lead to letting him do other things, such as making a snowman, listening to Christmas carols, and decorating the Christmas tree.",If You Take A Mouse To The Movies,Laura Numeroff
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,Wizard's Castle (Howl's Moving Castle #1-2),Diana Wynne Jones,https://covers.openlibrary.org/b/id/8051799-L.jpg,https://openlibrary.org/works/OL16104968W,"Dianne Wynne Jones is the secret master of fantasy books about young people. This book is a rollicking ride filled with puzzles and prophecies and contains the book Howl's Moving Castle, and the book Castle In the Air.","Howl’S Moving Castle (Howl’S Moving Castle, #1)",Diana Wynne Jones
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,https://www.goodreads.com/book/show/65641.The_Silver_Chair,The Silver Chair,C.S. Lewis,https://covers.openlibrary.org/b/id/6950992-L.jpg,https://openlibrary.org/works/OL71078W,Jill and Eustace must rescue the Prince from the evil Witch.,"The Silver Chair (Chronicles Of Narnia, #4)",C.S. Lewis
Parts,Tedd Arnold,https://www.goodreads.com/book/show/1197646.Parts,Parts,Tedd Arnold,https://covers.openlibrary.org/b/id/3853780-L.jpg,https://openlibrary.org/works/OL478819W,A five-year-old boy thinks his body is falling apart until he learns new teeth grow and hair and skin replace themselves.,Parts,Tedd Arnold
The Very Quiet Cricket,Eric Carle,https://www.goodreads.com/book/show/125423.The_Very_Quiet_Cricket,The very quiet cricket,Eric Carle,https://covers.openlibrary.org/b/id/259476-L.jpg,https://openlibrary.org/works/OL53023W,A very quiet cricket who wants to rub his wings together and make a sound as do so many other animals finally achieves his wish. The cricket's sound is reproduced at the end of the book.,The Very Quiet Cricket,Eric Carle
The Berenstain Bears Get the Gimmies,Stan Berenstain,https://www.goodreads.com/book/show/1129297.The_Berenstain_Bears_Get_the_Gimmies,The Berenstain Bears Get the Gimmies,Stan Berenstain,https://covers.openlibrary.org/b/id/6793630-L.jpg,https://openlibrary.org/works/OL15829412W,"**When a cub's behavior takes a turn for the worst, it's hard for parents to know what to do first.**

***Gran and Gramps come up with a plan to help selfish Brother and Sister Bear get rid of a bad case of the galloping greedy gimmies.***",The Berenstain Bears Get The Gimmies,Stan Berenstain
Maniac Magee,Jerry Spinelli,https://www.goodreads.com/book/show/139463.Maniac_Magee,Maniac Magee,Jerry Spinelli,https://covers.openlibrary.org/b/id/10134677-L.jpg,https://openlibrary.org/works/OL77104W,"Jeffrey Lionel ""Maniac"" Magee might have lived a normal life if a freak accident hadn't made him an orphan. After living with his unhappy and uptight aunt and uncle for eight years, he decides to run--and not just run away, but run. This is where the myth of Maniac Magee begins, as he changes the lives of a racially divided small town with his amazing and legendary feats.",Maniac Magee,Jerry Spinelli
The Hat,Jan Brett,https://www.goodreads.com/book/show/196951.The_Hat,The Hat,Jan Brett,https://covers.openlibrary.org/b/id/259667-L.jpg,https://openlibrary.org/works/OL13928W,"When Lisa hangs her woolen clothes in the sun to air them out for winter, the hedgehog, to the amusement of the other animals, ends up wearing a stocking on his head.",The Hat,Jan Brett
