title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,summary_gpt,themes,tone,age_range,needs_fix
Rosie's Walk,Pat Hutchins,https://www.goodreads.com/book/show/420403.Rosie_s_Walk,Rosie's walk,Pat Hutchins,https://covers.openlibrary.org/b/id/14324-L.jpg,https://openlibrary.org/works/OL18805W,"Rosie the hen leaves the chicken coop and sets out for a little walk. Right behind her is the fox, slyly trying to catch up with her. Rosie's walk is quiet, uneventful and eventually leads her back to the coop, blissfully unaware of the fox's travails as he tries -- unsuccessfully -- to navigate the obstacle course that Rosie has led him through.",Rosie'S Walk,Pat Hutchins,"A hen named Rosie goes for a walk while being followed by a sly fox. The walk is calm and uneventful, leading Rosie back to the coop.","friendship, perseverance, trickery",whimsical,3-5,False
"The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,https://www.goodreads.com/book/show/421584.The_Secret_Staircase,The Secret Staircase (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/239-L.jpg,https://openlibrary.org/works/OL53729W,"Quite by accident, the young mice, Primrose and Wilfred, find a secret staircse in the Old Oak Palace which leads them to a magnificent surprise.","The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,"Two young mice discover a secret staircase in their home, leading to a wonderful surprise.","discovery, adventure, curiosity",whimsical,3-5,False
Pigs,Robert Munsch,https://www.goodreads.com/book/show/453776.Pigs,Pigs,Robert N Munsch,https://covers.openlibrary.org/b/id/9960588-L.jpg,https://openlibrary.org/works/OL88685W,"Recounts Megan's adventures when she opens the gate to the pig pen while feeding the pigs, although she had been warned not to do so",Pigs,Robert Munsch,A story about a girl named Megan and her adventures after she disobeys a warning and opens the gate to the pig pen.,"disobedience, consequences, adventure",adventurous,3-5,False
Hoot,Carl Hiaasen,https://www.goodreads.com/book/show/13083.Hoot,Hoot,Carl Hiaasen,https://covers.openlibrary.org/b/id/9320679-L.jpg,https://openlibrary.org/works/OL463581W,"Everything changes when sees a strange boy wearing no shoes run passed his bus. Come with Roy, Beatrice, and the strange boy to save the owls from the evil Paula's Pancakes.",Hoot,Carl Hiaasen,Three children team up to save owls from an evil villain named Paula's Pancakes.,"friendship, adventure, teamwork",adventurous,6-8,False
Blueberry Girl,Neil Gaiman,https://www.goodreads.com/book/show/1967067.Blueberry_Girl,Blueberry girl,Neil Gaiman,https://covers.openlibrary.org/b/id/6387611-L.jpg,https://openlibrary.org/works/OL679268W,"Rhyming text expresses a prayer for a girl to be protected from such dangers as nightmares at age three or false friends at fifteen, and to be granted clearness of sight and other favors.",Blueberry Girl,Neil Gaiman,A rhyming prayer for a girl's protection and blessings throughout her life.,"protection, blessings, growth",hopeful,3-5,False
Alphabet Adventure,Audrey Wood,https://www.goodreads.com/book/show/815265.Alphabet_Adventure,Alphabet adventure,Audrey Wood,https://covers.openlibrary.org/b/id/275656-L.jpg,https://openlibrary.org/works/OL547401W,"On their way to school, the little letters of the alphabet have to rescue little ""i"" and then find his dot before they can proceed.",Alphabet Adventure,Audrey Wood,A group of alphabet letters must rescue the letter 'i' and find his missing dot before heading to school.,"friendship, teamwork, problem-solving",adventurous,3-5,False
"Julius, the Baby of the World",Kevin Henkes,https://www.goodreads.com/book/show/20694.Julius_the_Baby_of_the_World,"Julius, the Baby of the World",Kevin Henkes,https://covers.openlibrary.org/b/id/430487-L.jpg,https://openlibrary.org/works/OL469279W,"Lilly is convinced that the arrival of her new baby brother is the worst thing that has happened in their house, until Cousin Garland comes to visit.","Julius, The Baby Of The World",Kevin Henkes,"A young girl named Lilly struggles with the arrival of her new baby brother, but her perspective changes when her cousin comes to visit.","sibling relationships, family dynamics, perspective",emotional,4-6,False
Inch by Inch,Leo Lionni,https://www.goodreads.com/book/show/375902.Inch_by_Inch,Inch by inch,Leo Lionni,https://covers.openlibrary.org/b/id/1466391-L.jpg,https://openlibrary.org/works/OL2162568W,"To keep from being eaten, an inchworm measures a robin's tail, a flamingo's neck, a toucan's beak, a heron's legs, and a nightingale's song.",Inch By Inch,Leo Lionni,An inchworm uses its measuring skills to outsmart potential predators size to various parts of different birds.,"measurement, survival, creativity",clever,3-5,False
Ten Apples Up on Top,Dr. Seuss,https://www.goodreads.com/book/show/7797.Ten_Apples_Up_on_Top,Ten Apples Up on Top,Dr. Seuss,https://covers.openlibrary.org/b/id/423601-L.jpg,https://openlibrary.org/works/OL9153112W,"A lion, a dog, and a tiger balance apples on their heads.",Ten Apples Up On Top,Dr. Seuss,Three animals balance apples on their heads in this simple and playful story.,"balance, cooperation, friendship",playful,3-5,False
Angelina and Alice,Katharine Holabird,https://www.goodreads.com/book/show/924105.Angelina_and_Alice,Angelina and Alice,Katharine Holabird,https://covers.openlibrary.org/b/id/322217-L.jpg,https://openlibrary.org/works/OL109062W,Angelina and her best friend Alice discover the importance of teamwork when their acrobatics are the hit of the gymnastics show at the village fair.,Angelina And Alice,Katharine Holabird,Two friends learn about teamwork as their acrobatics steal the show at the village fair.,"teamwork, friendship, achieving goals",uplifting,4-7,False
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,https://www.goodreads.com/book/show/249747.Artemis_Fowl,Artemis Fowl,Eoin Colfer,https://covers.openlibrary.org/b/id/10212689-L.jpg,https://openlibrary.org/works/OL5725956W,"Artemis Fowl is the first of a series of semi-realist novels produced by Eoin Colfer. They document the adventures of a precocious prodigal child of the criminal empire, Artemis Fowl. In this book, accompanied by his huge and loyal bodyguard/sidekick/advisor Butler, Artemis engages in a series of surreal activities; the absence of his missing father and the mental disorder of his mother allow him to pursue the unlikely position of a criminal mastermind. However, Artemis soon encounters more than he bargains for when his attempted capture of a member of the underground 'fairy' civilization goes terribly wrong. Be prepared for a thrilling adventure, with trolls, magic and much more!


Twelve-year-old Artemis Fowl is a millionaire, a genius, and above all, a criminal mastermind. But even Artemis doesn't know what he's taken on when he kidnaps a fairy, Captain Holly Short of the LEPrecon Unit. These aren't the fairies of bedtime stories—they're dangerous! Full of unexpected twists and turns, Artemis Fowl is a riveting, magical adventure.","Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"A young criminal mastermind, Artemis Fowl, embarks on a thrilling adventure when he kidnaps a fairy from an underground civilization. What starts as a calculated scheme quickly spirals out of control, leading to unexpected twists and dangers.","adventure, friendship, magic",thrilling,9-12,False
Die kleine Hexe,Otfried Preußler,https://www.goodreads.com/book/show/1148052.Die_kleine_Hexe,Die kleine Hexe,Otfried Preußler,https://covers.openlibrary.org/b/id/1017521-L.jpg,https://openlibrary.org/works/OL2589222W,"Unfortunately, the little witch is only 27 years old and is therefore not taken seriously, so she tries to be a good witch and confusion follows.",Die Kleine Hexe,Otfried Preußler,"A young witch tries to be taken seriously , but chaos ensues.","identity, acceptance, misunderstanding",whimsical,6-8,False
"The Tale of Jemima Puddle-Duck (World of Beatrix Potter, #12)",Beatrix Potter,https://www.goodreads.com/book/show/19336.The_Tale_of_Jemima_Puddle_Duck,The tale of Jemima Puddle-Duck,Beatrix Potter,https://covers.openlibrary.org/b/id/7347371-L.jpg,https://openlibrary.org/works/OL16067296W,Relates how the barnyard collie and pups rescued Jemima Puddle-Duck from the fox's cooking pot.,"The Tale Of Jemima Puddle-Duck (World Of Beatrix Potter, #12)",Beatrix Potter,A barnyard collie and her pups come to the rescue of Jemima Puddle-Duck from a fox's cooking pot.,"friendship, bravery, rescue",adventurous,3-5,False
"Thank You, Mr. Falker",Patricia Polacco,https://www.goodreads.com/book/show/216048.Thank_You_Mr_Falker,"Thank you, Mr. Falker",Patricia Polacco,https://covers.openlibrary.org/b/id/259708-L.jpg,https://openlibrary.org/works/OL25567W,"jk,cksjiflkbvjfjkvbsvbjkvbkjvkjxjkvnjnkdvjkjv","Thank You, Mr. Falker",Patricia Polacco,A mysterious and magical adventure unfolds as a group of friends embark on a quest to save their village from an ancient curse.,"friendship, magic, adventure, courage",mysterious,8-12,False
The Tale of Mrs. Tittlemouse,Beatrix Potter,https://www.goodreads.com/book/show/885498.The_Tale_of_Mrs_Tittlemouse,The tale of Mrs. Tittlemouse,Beatrix Potter,https://covers.openlibrary.org/b/id/459305-L.jpg,https://openlibrary.org/works/OL108767W,"The story of a little mouse's funny house, the vistors she has there, and how she finally rids herself of the untidy, messy ones",The Tale Of Mrs. Tittlemouse,Beatrix Potter,"A story about a little mouse and her visitors in her funny house, as she tries to get rid of the messy ones.","friendship, tidiness, problem-solving",whimsical,3-5,False
David Gets in Trouble,David Shannon,https://www.goodreads.com/book/show/120840.David_Gets_in_Trouble,David gets in trouble,David Shannon,https://covers.openlibrary.org/b/id/275554-L.jpg,https://openlibrary.org/works/OL547365W,"David doesn't mean to get into trouble.  It's not his fault.  Most of the time, it's just an accident!  Delightful David learns life lessons and the importance of saying I'm Sorry.",David Gets In Trouble,David Shannon,"A young boy named David finds himself getting into trouble frequently, often accidentally. Through his misadventures, he learns valuable life lessons and the importance of apologizing.","misadventures, life lessons, apologizing",upbeat,3-5,False
Goodnight Opus,Berkeley Breathed,https://www.goodreads.com/book/show/397277.Goodnight_Opus,Goodnight Opus,Berkeley Breathed,https://covers.openlibrary.org/b/id/3932979-L.jpg,https://openlibrary.org/works/OL2919714W,"When his grandmother reads his favorite book for the 210th time, Opus the penguin departs from the text and gets carried away on a fantastical nighttime journey.",Goodnight Opus,Berkeley Breathed,Opus the penguin goes on a fantastical nighttime journey after his grandmother reads his favorite book for the 210th time.,"imagination, adventure, family",whimsical,3-5,False
The Pushcart War,Jean Merrill,https://www.goodreads.com/book/show/219557.The_Pushcart_War,The Pushcart War,Jean Merrill,https://covers.openlibrary.org/b/id/6554930-L.jpg,https://openlibrary.org/works/OL15150004W,The outbreak of a war between truck drivers and pushcart peddlers brings the mounting problems of traffic to the attention of both the city of New York and the world.,The Pushcart War,Jean Merrill,A story about a war between truck drivers and pushcart peddlers that highlights the issue of traffic in New York City.,"conflict, community, urban life",satirical,6-8,False
Little Pea,Amy Krouse Rosenthal,https://www.goodreads.com/book/show/507402.Little_Pea,Little Pea,Amy Krouse Rosenthal,https://covers.openlibrary.org/b/id/601322-L.jpg,https://openlibrary.org/works/OL15057272W,"Little Pea hates eating candy for dinner, but his parents will not let him have his spinach dessert until he cleans his plate.",Little Pea,Amy Krouse Rosenthal,A story about a young pea who dislikes eating candy for dinner and must finish his meal before getting his favorite dessert.,"food, family, responsibility",humorous,3-5,False
"Dealing with Dragons (Enchanted Forest Chronicles, #1)",Patricia C. Wrede,https://www.goodreads.com/book/show/150739.Dealing_with_Dragons,Dealing with Dragons,Patricia C. Wrede,https://covers.openlibrary.org/b/id/113535-L.jpg,https://openlibrary.org/works/OL2660331W,"**A well written, fast paced YA fantasy with a good sense of humour. Cimorene, an independent minded princess, runs away from home and volunteers to be the a dragon's princess, getting caught up in dragon politics, magic, and the machinations of rival wizards. This is the first book in a series of four.**","Dealing With Dragons (Enchanted Forest Chronicles, #1)",Patricia C. Wrede,"A princess runs away from home and becomes a dragon's princess, getting involved in dragon politics and magic in this fast-paced YA fantasy.","independence, magic, friendship",whimsical,12-15,False
Big Red Barn,Margaret Wise Brown,https://www.goodreads.com/book/show/401730.Big_Red_Barn,Big Red Barn,Margaret Wise Brown,https://covers.openlibrary.org/b/id/4660150-L.jpg,https://openlibrary.org/works/OL151876W,Rhymed text and illustrations introduce the many different animals that live in the big red barn.,Big Red Barn,Margaret Wise Brown,A rhyming text and colorful illustrations introduce children to a variety of animals living in a big red barn.,"animals, farm life, diversity",playful,3-5,False
Curious George Makes Pancakes,Margret Rey,https://www.goodreads.com/book/show/819043.Curious_George_Makes_Pancakes,Curious George makes pancakes,Margret Rey,https://covers.openlibrary.org/b/id/257683-L.jpg,https://openlibrary.org/works/OL18428406W,"Curious George, an inquisitive monkey, causes quite a stir when he tries his ""hand"" at making pancakes at a fundraiser for the children's hospital.",Curious George Makes Pancakes,Margret Rey,An inquisitive monkey named Curious George causes chaos while trying to make pancakes at a fundraiser for the children's hospital.,"curiosity, mischievousness, helping others",playful,3-5,False
The Best-Loved Doll (An Owlet Book),Rebecca Caudill,https://www.goodreads.com/book/show/1572492.The_Best_Loved_Doll,The Best-Loved Doll (An Owlet Book),Rebecca Caudill,https://covers.openlibrary.org/b/id/580011-L.jpg,https://openlibrary.org/works/OL4273477W,"For a doll contest at a party, a little girl chooses to enter a doll that seems least likely to win a prize.",The Best-Loved Doll (An Owlet Book),Rebecca Caudill,A little girl enters a doll contest with a doll she believes won't win.,"competition, self-expression, confidence",determined,4-7,False
The Incredible Book Eating Boy,Oliver Jeffers,https://www.goodreads.com/book/show/819910.The_Incredible_Book_Eating_Boy,The Incredible Book Eating Boy,Oliver Jeffers,https://covers.openlibrary.org/b/id/14035-L.jpg,https://openlibrary.org/works/OL5823167W,"Henry loves to eat books, until he begins to feel quite ill and decides that maybe he could do something else with the books he has been devouring.",The Incredible Book Eating Boy,Oliver Jeffers,"A story about a boy named Henry who loves to eat books, but eventually realizes it's making him sick. He decides to find a new use for the books he's been eating.","imagination, learning, self-discovery",whimsical,3-5,False
"Jeremy Thatcher, Dragon Hatcher (Magic Shop, #2)",Bruce Coville,https://www.goodreads.com/book/show/770614.Jeremy_Thatcher_Dragon_Hatcher,"Jeremy Thatcher, Dragon Hatcher",Bruce Coville,https://covers.openlibrary.org/b/id/112794-L.jpg,https://openlibrary.org/works/OL69326W,"Small for his age but artistically talented, twelve-year-old Jeremy Thatcher unknowingly buys a dragon's egg.","Jeremy Thatcher, Dragon Hatcher (Magic Shop, #2)",Bruce Coville,A small but talented twelve-year-old boy purchases a dragon's egg without realizing what he's getting into.,"imagination, friendship, adventure",adventurous,8-12,False
The Last of the Really Great Whangdoodles,Julie Andrews Edwards,https://www.goodreads.com/book/show/10336.The_Last_of_the_Really_Great_Whangdoodles,The last of the really great whangdoodles,Julie Edwards,https://covers.openlibrary.org/b/id/6629346-L.jpg,https://openlibrary.org/works/OL103419W,"With help from an eccentric professor who gives their imaginations special intensive training, three children succeed in locating the last of the great Whangdoodles and granting his heart's desire.",The Last Of The Really Great Whangdoodles,Julie Andrews Edwards,Three children are assisted professor to find the last of the great Whangdoodles and fulfill his wish.,"imagination, friendship, adventure",whimsical,8-10,False
Princess Furball,Charlotte S. Huck,https://www.goodreads.com/book/show/389902.Princess_Furball,Princess Furball,Charlotte S. Huck,https://covers.openlibrary.org/b/id/430406-L.jpg,https://openlibrary.org/works/OL2717376W,A princess in a coat of a thousand furs hides her identity from a king who falls in love with her.,Princess Furball,Charlotte S. Huck,A princess disguises herself in a coat of a thousand furs to conceal her true identity from a king who becomes enamored with her.,"identity, disguise, love, royalty",romantic,9-12,False
"Magyk (Septimus Heap, #1)",Angie Sage,https://www.goodreads.com/book/show/769483.Magyk,Magyk (Septimus Heap),Angie Sage,https://covers.openlibrary.org/b/id/488367-L.jpg,https://openlibrary.org/works/OL3261609W,"The Magyk Begins HereSeptimus Heap, the seventh son of the seventh son, disappears the night he is born, pronounced dead by the midwife. That same night, the baby's father, Silas Heap, comes across an abandoned child in the snow  -- a newborn girl with violet eyes. The Heaps take her into their home, name her Jenna, and raise her as their own. But who is this mysterious baby girl, and what really happened to their beloved son Septimus?","Magyk (Septimus Heap, #1)",Angie Sage,"A baby boy disappears on the night he is born, only to be replaced by a mysterious baby girl with violet eyes taken in by a family. The story follows the Heap family as they raise the girl named Jenna and uncover the mystery of their missing son Septimus.","family, mystery, identity",mysterious,9-12,False
"De brief voor de koning (De brief voor de koning, #1)",Tonke Dragt,https://www.goodreads.com/book/show/1835829.De_brief_voor_de_koning,De brief voor de koning,Tonke Dragt,https://covers.openlibrary.org/b/id/1001801-L.jpg,https://openlibrary.org/works/OL3793472W,"Vijf jongelingen moeten, voordat ze tot ridder geslagen worden, de nacht biddend en wakend doorbrengen. Een van hen, Tiuri, hoort een noodkreet van buiten en gaat op onderzoek uit. Hij belandt in een geweldig avontuur. Vanaf ca. 10 jaar.","De Brief Voor De Koning (De Brief Voor De Koning, #1)",Tonke Dragt,"Five young people must spend the night praying and keeping watch before being knighted. One of them, Tiuri, hears a cry for help and embarks on a great adventure.","knighthood, adventure, loyalty, bravery",adventurous,10+,False
Blubber,Judy Blume,https://www.goodreads.com/book/show/37739.Blubber,Blubber,Judy Blume,https://covers.openlibrary.org/b/id/9268207-L.jpg,https://openlibrary.org/works/OL1838312W,"Blubber is a children's novel by Judy Blume first published in 1974. The narrator of the story is Jill Brenner, a Pennsylvania fifth-grader who joins her classmates in ostracizing and bullying Linda, an awkward and overweight girl. Linda gives an oral class report about whales and is hence nicknamed ""Blubber"" by her peers.",Blubber,Judy Blume,A story about a fifth-grader who participates in bullying an overweight classmate after she gives a class report on whales.,"bullying, friendship, empathy",realistic,9-12,False
Chicken Sunday,Patricia Polacco,https://www.goodreads.com/book/show/443621.Chicken_Sunday,Chicken Sunday,Patricia Polacco,https://covers.openlibrary.org/b/id/2078980-L.jpg,https://openlibrary.org/works/OL25578W,"To thank Miss Eula for her wonderful Sunday chicken dinners, three children sell decorated eggs to buy her a beautiful Easter hat.",Chicken Sunday,Patricia Polacco,Three children sell decorated eggs to buy a beautiful Easter hat as a thank-you gift for Miss Eula.,"gratitude, generosity, friendship",heartwarming,4-7,False
Katie John,Mary Calhoun,https://www.goodreads.com/book/show/1170281.Katie_John,Katie John,Mary Calhoun,https://covers.openlibrary.org/b/id/6806839-L.jpg,https://openlibrary.org/works/OL15843634W,"Katie John and her family move into an inherited house in order to sell it, but find they don't want to part with it.",Katie John,Mary Calhoun,"A family moves into an inherited house with the intention of selling it, but they grow attached and decide to keep it.","family, attachment, home, change",heartwarming,8-10,False
"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,https://www.goodreads.com/book/show/2159225.The_Mysterious_Benedict_Society_and_the_Perilous_Journey,The Mysterious Benedict Society and the Perilous Journey (The mysterious Benedict Society #2),Trenton Lee Stewart,https://covers.openlibrary.org/b/id/6274740-L.jpg,https://openlibrary.org/works/OL5848456W,"The Mysterious Benedict Society is up against a new mission, significantly closer to home. After reuniting for a celebratory scavenger hunt, Reynie, Kate, Sticky, and Constance are forced to go on an unexpected search--a search to find Mr. Benedict. It seems that while he was preparing the kids' adventure, he stepped right into a trap orchestrated by the evil Mr. Curtain.

With only one week to find Mr. Benedict, the gifted foursome faces their greatest challenge of all--a challenge that will reinforce the reasons they were brought together in the first place and will require them to fight for the very namesake that united them.","The Mysterious Benedict Society And The Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,The Mysterious Benedict Society faces a new mission to find Mr. Benedict after he goes missing. The gifted foursome must work together to overcome challenges and outsmart the evil Mr.,"friendship, loyalty, teamwork, adventure",adventurous,9-12,False
"Stargirl (Stargirl, #1)",Jerry Spinelli,https://www.goodreads.com/book/show/22232.Stargirl,Stargirl,Jerry Spinelli,https://covers.openlibrary.org/b/id/14860109-L.jpg,https://openlibrary.org/works/OL77100W,"A celebration of nonconformity; a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love. Ages 12+

Leo Borlock follows the unspoken rule at Mica Area High School: don't stand out--under any circumstances! Then Stargirl arrives at Mica High and everything changes--for Leo and for the entire school. After 15 years of home schooling, Stargirl bursts into tenth grade in an explosion of color and a clatter of ukulele music, enchanting the Mica student body.

But the delicate scales of popularity suddenly shift, and Stargirl is shunned for everything that makes her different. Somewhere in the midst of Stargirl's arrival and rise and fall, normal Leo Borlock has tumbled into love with her.

In a celebration of nonconformity, Jerry Spinelli weaves a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love.","Stargirl (Stargirl, #1)",Jerry Spinelli,"A story about a new girl at school who challenges the norms of popularity and conformity, leading to unexpected changes and a blossoming first love.","nonconformity, popularity, first love",emotional,12+,False
"The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,https://www.goodreads.com/book/show/20912424-the-war-that-saved-my-life,The war that Saved my Life,Kimberly Brubaker Bradley,https://covers.openlibrary.org/b/id/7410332-L.jpg,https://openlibrary.org/works/OL17332150W,"Nine-year-old Ada has never left her one-room apartment. Her mother is too humiliated by Ada’s twisted foot to let her outside. So when her little brother Jamie is shipped out of London to escape the war, Ada doesn’t waste a minute—she sneaks out to join him.
 
So begins a new adventure of Ada, and for Susan Smith, the woman who is forced to take the two kids in. As Ada teaches herself to ride a pony, learns to read, and watches for German spies, she begins to trust Susan—and Susan begins to love Ada and Jamie. But in the end, will their bond be enough to hold them together through wartime? Or will Ada and her brother fall back into the cruel hands of their mother?","The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,"A young girl, Ada, escapes her confined life to join her brother in the countryside during wartime. She learns new skills, builds trust with her caretaker, and navigates the challenges of war. Will their bond endure the hardships they face?","family, resilience, trust, war",heartwarming,9-12,False
The Maggie B.,Irene Haas,https://www.goodreads.com/book/show/682747.The_Maggie_B_,The Maggie B,Irene Haas,https://covers.openlibrary.org/b/id/434511-L.jpg,https://openlibrary.org/works/OL3266419W,"A little girl's wish to sail for a day on a boat named for her "" with someone nice for company "" comes true.",The Maggie B.,Irene Haas,A little girl's wish to sail on a boat named after her with a nice companion comes true.,"imagination, friendship, wish fulfillment",whimsical,3-5,False
"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,https://www.goodreads.com/book/show/14570.Eight_Cousins,Eight cousins,Louisa May Alcott,https://covers.openlibrary.org/b/id/8143360-L.jpg,https://openlibrary.org/works/OL17846238W,"Rose, a shy orphan, blossoms in the company of her spirited relatives when she takes up residence at ""The Aunt Hill."" This captivating novel by the author of Little Women offers readers of all ages endearing, inspiring stories about growing up, making friends, and facing life with kindness and courage.","Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,"A shy orphan finds a new home with her lively relatives at 'The Aunt Hill,' where she learns about friendship, courage, and kindness.","family, friendship, courage, kindness",heartwarming,8–12,False
The Old Woman Who Named Things,Cynthia Rylant,https://www.goodreads.com/book/show/224378.The_Old_Woman_Who_Named_Things,The Old Woman Who Named Things,Cynthia Rylant,https://covers.openlibrary.org/b/id/114449-L.jpg,https://openlibrary.org/works/OL64160W,An old woman who has outlived all her friends is reluctant to become too attached to the stray dog that visits her each day.,The Old Woman Who Named Things,Cynthia Rylant,"An elderly woman forms a bond with a stray dog that visits her daily, despite her reluctance to get too attached.","friendship, aging, loss, companionship",bittersweet,6-8,False
Do Princesses Wear Hiking Boots?,Carmela LaVigna Coyle,https://www.goodreads.com/book/show/220289.Do_Princesses_Wear_Hiking_Boots_,Do princesses wear hiking boots?,Carmela LaVigna Coyle,https://covers.openlibrary.org/b/id/664757-L.jpg,https://openlibrary.org/works/OL5714466W,"When a little girl asks her mother about princesses, she learns that they are much like herself.",Do Princesses Wear Hiking Boots?,Carmela Lavigna Coyle,A little girl learns that princesses are just like her when she asks her mother about them.,"identity, imagination, self-discovery",whimsical,3-5,False
"The Worst Witch (Worst Witch, #1)",Jill Murphy,https://www.goodreads.com/book/show/351023.The_Worst_Witch,The Worst Witch (The Worst Witch #1),Jill Murphy,https://covers.openlibrary.org/b/id/108838-L.jpg,https://openlibrary.org/works/OL496118W,"Mildred Hubble is a trainee witch at Miss Cackle's Academy, and she's making an awful mess of it. She's always getting her spells wrong and she can't even ride a broomstick without crashing it. Will she ever make a real witch?","The Worst Witch (Worst Witch, #1)",Jill Murphy,"Follow Mildred Hubble, a trainee witch at Miss Cackle's Academy, as she struggles to get her spells right and ride a broomstick without crashing. Will she ever become a real witch?","magic, friendship, self-discovery",whimsical,6-8,False
The House in the Night,Susan Marie Swanson,https://www.goodreads.com/book/show/2769817-the-house-in-the-night,The house in the night,Susan Marie Swanson,https://covers.openlibrary.org/b/id/10415999-L.jpg,https://openlibrary.org/works/OL2712229W,Illustrations and easy-to-read text explore the light that makes a house in the night a home filled with light.,The House In The Night,Susan Marie Swanson,A simple and poetic exploration of the warmth and comfort that light brings to a house at night.,"home, light, comfort, warmth",calm,3-5,False
"Second Form at Malory Towers (Malory Towers, #2)",Enid Blyton,https://www.goodreads.com/book/show/848878.Second_Form_at_Malory_Towers,Second Form at Malory Towers,Enid Blyton,https://covers.openlibrary.org/b/id/14603046-L.jpg,https://openlibrary.org/works/OL1948396W,"Darrell, Sally, Gwendoline, Mary-Lou and all the other girls from the First Term at Malory Towers are now in the second form and they are as lively as ever. Mam'zelle Dupont is still trying to be strict, Alicia plays a terrible trick with invisible chalk and Gwendoline and Daphne inevitably get into trouble.","Second Form At Malory Towers (Malory Towers, #2)",Enid Blyton,"Follow the adventures of a group of lively girls at Malory Towers as they navigate school life in the second form. Expect pranks, mischief, and inevitable trouble.","friendship, school life, mischief, growing up",lively,8-12,False
"Night of the Living Dummy (Goosebumps, #7)",R.L. Stine,https://www.goodreads.com/book/show/125564.Night_of_the_Living_Dummy,Night of the Living Dummy,Robert Lawrence Stine,https://covers.openlibrary.org/b/id/5092182-L.jpg,https://openlibrary.org/works/OL72425W,"Lindy finds a ventriloquist's dummy and has fun learning to make him move and talk. Kris is jealous, and decides to get a dummy of her own. Then nasty evil things begin to happen. No way can a dummy be causing all the trouble. Or is there?","Night Of The Living Dummy (Goosebumps, #7)",R.L. Stine,"Two friends, Lindy and Kris, both get ventriloquist dummies and strange occurrences start happening, making them question if the dummies are to blame.","friendship, jealousy, mystery, imagination",mysterious,8-12,False
"A Long Way from Chicago (A Long Way from Chicago, #1)",Richard Peck,https://www.goodreads.com/book/show/39963.A_Long_Way_from_Chicago,A Long Way from Chicago,Richard Peck,https://covers.openlibrary.org/b/id/5439199-L.jpg,https://openlibrary.org/works/OL55377W,"What happens when Joey and his sister, Mary Alice -- two city slickers from Chicago -- make their annual summer visits to Grandma Dowdel's seemingly sleepy Illinois town? August 1929: They see their first corpse, and he isn't resting easy. August 1930: The Cowgill boys terrorize the town, and Grandma fights back with a dead mouse and a bottle of milk. August 1931: Joey and Mary Alice help Grandma to trespass, pinch property, poach, catch the sheriff in his underwear, and feed the hungry -- all in one day. And there's more -- much more -- as Joey and Mary Alice make seven summer trips to Grandma's, each one funnier and more surprising than the year before. In the grand storytelling tradition of American humorists from Mark Twain to Flannery O'Connor, Richard Peck has created a memorable world filled with characters who, like Grandma herself, are larger than life and twice as entertaining. And year round, you are sure to enjoy your stay with them. - Back cover.","A Long Way From Chicago (A Long Way From Chicago, #1)",Richard Peck,"Follow Joey and his sister, Mary Alice, on their summer visits to Grandma Dowdel's town in the 1920s and 1930s, where they encounter humorous and surprising adventures each year.","family, adventure, humor, community",humorous,9-12,False
The Incredible Adventures of Professor Branestawm,Norman Hunter,https://www.goodreads.com/book/show/155618.The_Incredible_Adventures_of_Professor_Branestawm,The Incredible Adventure of Professor Branestawm,Norman Hunter,https://covers.openlibrary.org/b/id/11955379-L.jpg,https://openlibrary.org/works/OL5581549W,"Professor Branestawm is madly sane and cleverly dotty. He simply hasn't got the time to think about ordinary things - his head is too full of brilliant ideas and wild inventions. Yet the professor's absent-mindedness means that his devices rarely seem to wark as they should, and wacky mishaps are never far behind -- cover.",The Incredible Adventures Of Professor Branestawm,Norman Hunter,"Follow the adventures of the brilliantly inventive yet absent-minded Professor Branestawm and his wild inventions, which often lead to wacky mishaps.","invention, absent-mindedness, adventure",whimsical,6–8,False
