title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
Just Grandma and Me (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/821018.Just_Grandma_and_Me,Just Grandma and Me,Mercer Mayer,https://covers.openlibrary.org/b/id/4283331-L.jpg,https://openlibrary.org/works/OL78999W,A trip to the beach with Grandma provides lots of fun and surprises.,Just Grandma And Me (A Golden Look-Look Book),Mercer Mayer
"Junie B. Jones Is Captain Field Day (Junie B. Jones, #16)",Barbara Park,https://www.goodreads.com/book/show/958275.Junie_B_Jones_Is_Captain_Field_Day,Junie B. Jones is Captain Field Day,Barbara Park,https://covers.openlibrary.org/b/id/233598-L.jpg,https://openlibrary.org/works/OL66259W,"Afternoon kindergarten is having a field day, and Junie B. Jones is team captain! Only, here's the problem. Room Eight keeps on winning too many events. And so how will Room Nine ever become the kindergarten champions? As Captain Field Day, will Junie B. find a way to lead her team to victory? Or will it be up to someone else to save the day?From the Trade Paperback edition.","Junie B. Jones Is Captain Field Day (Junie B. Jones, #16)",Barbara Park
Cloudy with a Chance of Meatballs,Judi Barrett,https://www.goodreads.com/book/show/12696741-cloudy-with-a-chance-of-meatballs,Cloudy with a chance of meatballs,Judi Barrett,https://covers.openlibrary.org/b/id/433530-L.jpg,https://openlibrary.org/works/OL39178W,"Life is delicious in the town of Chewandswallow where it rains soup and juice, snows mashed potatoes, and blows storms of hamburgers--until the weather takes a turn for the worse.",Cloudy With A Chance Of Meatballs,Judi Barrett
Just a Nap,Mercer Mayer,https://www.goodreads.com/book/show/633722.Just_a_Nap,Just a nap,Mercer Mayer,https://covers.openlibrary.org/b/id/4068949-L.jpg,https://openlibrary.org/works/OL15074734W,"Mom tells her child to take a nap, but the child just isn't ready for one.",Just A Nap,Mercer Mayer
The Secret World of Og,Pierre Berton,https://www.goodreads.com/book/show/869040.The_Secret_World_of_Og,The Secret World of Og,Pierre Berton,https://covers.openlibrary.org/b/id/7909345-L.jpg,https://openlibrary.org/works/OL934026W,"In this fantasy adventure, four children — Penny, the leader; Pamela, her common-sense sister; Peter, whose life’s ambition is to become a garbageman; and Patsy, who collects frogs in her pockets — set out in search of their baby brother, Paul, better known as “The Pollywog,” who has vanished mysteriously from their playhouse. Accompanied by their fearless pets, the children descend through a secret trapdoor into a strange underground world of mushrooms, whose green inhabitants know only one word: “OG!”",The Secret World Of Og,Pierre Berton
"Junie B. Jones Is a Party Animal (Junie B. Jones, #10)",Barbara Park,https://www.goodreads.com/book/show/1140263.Junie_B_Jones_Is_a_Party_Animal,Junie B. Jones Is a Party Animal,Barbara Park,https://covers.openlibrary.org/b/id/424059-L.jpg,https://openlibrary.org/works/OL66281W,"Lucille invites Junie B. and her friend Grace to sleep over at her very rich nanna's house, where everything is beautiful, expensive, and breakable.","Junie B. Jones Is A Party Animal (Junie B. Jones, #10)",Barbara Park
"The Lion, the Witch and the Wardrobe / The Magician's Nephew",C.S. Lewis,https://www.goodreads.com/book/show/1797057.The_Lion_the_Witch_and_the_Wardrobe_The_Magician_s_Nephew,"Tales of Narnia (The Magician's Nephew / The Lion, The Witch and the Wardrobe / The Horse and His Boy)",C.S. Lewis,https://covers.openlibrary.org/b/id/9339197-L.jpg,https://openlibrary.org/works/OL71080W,"Contains:

 1. The Magician's Nephew
 2. [The Lion, The Witch and the Wardrobe](https://openlibrary.org/works/OL71037W)
 3. The Horse and His Boy","The Lion, The Witch And The Wardrobe / The Magician'S Nephew",C.S. Lewis
Flutterby Fly,Stephen Cosgrove,https://www.goodreads.com/book/show/656469.Flutterby_Fly,Flutterby Fly,Stephen Cosgrove,https://covers.openlibrary.org/b/id/1321766-L.jpg,https://openlibrary.org/works/OL567338W,"Flutterby, one of the flying horses who herd the butterflies in the valley of Wingsong, tries to track down the origin of the nasty gossip that has alarmed his charges.",Flutterby Fly,Stephen Cosgrove
"Movie Shoes (Shoes, #6)",Noel Streatfeild,https://www.goodreads.com/book/show/3784.Movie_Shoes,Movie Shoes,Noel Streatfeild,,https://openlibrary.org/works/OL3414821W,Part on a series by Noel Streatfeild.,"Movie Shoes (Shoes, #6)",Noel Streatfeild
The Bed Book,Sylvia Plath,https://www.goodreads.com/book/show/733162.The_Bed_Book,The bed book,Sylvia Plath,https://covers.openlibrary.org/b/id/9781241-L.jpg,https://openlibrary.org/works/OL1865539W,"Describes various beds that are much more interesting than beds for sleeping, such as a jet-propelled bed, snack bed, pocket-size bed, and bounceable bed.",The Bed Book,Sylvia Plath
McDuff and the Baby,Rosemary Wells,https://www.goodreads.com/book/show/636842.McDuff_and_the_Baby,McDuff and the Baby (McDuff Stories),Rosemary Wells,https://covers.openlibrary.org/b/id/544931-L.jpg,https://openlibrary.org/works/OL32731W,"When Fred and Lucy bring home a new baby, McDuff is worried! It's been just the three of them ever since McDuff moved in! Is there really room for one more in their family?",Mcduff And The Baby,Rosemary Wells
"Junie B. Jones and That Meanie Jim's Birthday (Junie B. Jones, #6)",Barbara Park,https://www.goodreads.com/book/show/333322.Junie_B_Jones_and_That_Meanie_Jim_s_Birthday,Junie B. Jones and That Meanie Jim's Birthday (Junie B. Jones #6),Barbara Park,https://covers.openlibrary.org/b/id/7133064-L.jpg,https://openlibrary.org/works/OL8118220W,Meet the World’s Funniest Kindergartner—Junie B. Jones! That meanie Jim has invited everyone in Room Nine to his birthday party on Saturday—except Junie B.! Should she have her own birthday party six months early and not invite Jim? Or should she move to It’s a Small World After All in Disneyland?,"Junie B. Jones And That Meanie Jim'S Birthday (Junie B. Jones, #6)",Barbara Park
"Junie B. Jones and Some Sneaky Peeky Spying (Junie B. Jones, #4)",Barbara Park,https://www.goodreads.com/book/show/958274.Junie_B_Jones_and_Some_Sneaky_Peeky_Spying,Junie B. Jones and Some Sneaky Peeky Spying (Junie B. Jones #4),Barbara Park,https://covers.openlibrary.org/b/id/3931835-L.jpg,https://openlibrary.org/works/OL66275W,"Junie B. is the bestest spier in the whole world. That's 'cause she has sneaky feet. And her nose doesn't whistle when she breathes. But guess what? Junie B. might be real sneaky. And real peeky. But when she spies on Mrs., she could get into real trouble!","Junie B. Jones And Some Sneaky Peeky Spying (Junie B. Jones, #4)",Barbara Park
Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,https://www.goodreads.com/book/show/26968226-mrs-frisby-and-the-rats-of-nimh,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,https://covers.openlibrary.org/b/id/7762286-L.jpg,https://openlibrary.org/works/OL5092623W,"Mrs. Frisby, a widowed mouse with four small children, is faced with a terrible problem. She must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma. And Mrs. Frisby in turn renders them a great service.",Mrs Frisby And The Rats Of Nimh,Robert C. O'Brien
The Happy Hocky Family,Lane Smith,https://www.goodreads.com/book/show/297023.The_Happy_Hocky_Family,The Happy Hocky Family,Lane Smith,https://covers.openlibrary.org/b/id/401395-L.jpg,https://openlibrary.org/works/OL2940324W,A series of short silly stories takes a humorous look at the activities of various members of the Hocky family.,The Happy Hocky Family,Lane Smith
Dirty Bertie,David   Roberts,https://www.goodreads.com/book/show/1287385.Dirty_Bertie,Dirty Bertie,David Roberts,https://covers.openlibrary.org/b/id/10310860-L.jpg,https://openlibrary.org/works/OL5706392W,"Dirty Bertie the boy with nose-pickingly disgusting habits is back for another helping of comic chaos! Bertie has his very own joke book, packed full of disgusting jokes that are guaranteed to have you laughing your socks off!",Dirty Bertie,David Roberts
Sport (Harriet the Spy #3),Louise Fitzhugh,https://www.goodreads.com/book/show/809653.Sport,Sport,Louise Fitzhugh,https://covers.openlibrary.org/b/id/244486-L.jpg,https://openlibrary.org/works/OL5277986W,Eleven-year-old Sport lives happily with his absent-minded father. His ruthless and wealthy mother suddenly wants his custody.,Sport (Harriet The Spy #3),Louise Fitzhugh
"Junie B., First Grader: Toothless Wonder (Junie B. Jones, #20)",Barbara Park,https://www.goodreads.com/book/show/261000.Junie_B_First_Grader,"Junie B., First Grader: Toothless Wonder",Barbara Park,https://covers.openlibrary.org/b/id/6447235-L.jpg,https://openlibrary.org/works/OL15190476W,"Yikes . . . It's a looth tooth!One of Junie B. Jones's top front teeth is loose! Only Junie B. is not that thrilled about this development. Because what if she looks like toothless Uncle Lou? And even worse . . . what's all this tooth fairy business? Like, who is this woman, really? And what does she do with all those used teeth? So many questions, so little time.From the Hardcover edition.","Junie B., First Grader: Toothless Wonder (Junie B. Jones, #20)",Barbara Park
"Junie B. Jones Loves Handsome Warren (Junie B. Jones, #7)",Barbara Park,https://www.goodreads.com/book/show/914519.Junie_B_Jones_Loves_Handsome_Warren,Junie B. Jones Loves Handsome Warren (Junie B. Jones),Barbara Park,https://covers.openlibrary.org/b/id/1316502-L.jpg,https://openlibrary.org/works/OL66261W,"Unable to compete with her friends' fancy clothes and running ability, irrepressible six-year-old Junie B. finds her own way to make the new boy at school like her.","Junie B. Jones Loves Handsome Warren (Junie B. Jones, #7)",Barbara Park
Boris and Bella,Carolyn Crimi,https://www.goodreads.com/book/show/66090.Boris_and_Bella,Boris and Bella,Carolyn Crimi,https://covers.openlibrary.org/b/id/113450-L.jpg,https://openlibrary.org/works/OL1925656W,"Bella Legrossi and Boris Kleanitoff, the messiest and cleanest monsters in Booville respectively, do nothing but argue until the night of Harry Beastie's Halloween party.",Boris And Bella,Carolyn Crimi
"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,https://www.goodreads.com/book/show/227865.The_Eternity_Code,Artemis Fowl and the Eternity Code,Eoin Colfer,https://covers.openlibrary.org/b/id/12636263-L.jpg,https://openlibrary.org/works/OL5725961W,"After Artemis uses stolen fairy technology to create a powerful microcomputer and it is snatched by a dangerous American businessman, Artemis, Juliet, Mulch, and the fairies join forces to try to retrieve it.","The Eternity Code (Artemis Fowl, #3)",Eoin Colfer
The Z Was Zapped,Chris Van Allsburg,https://www.goodreads.com/book/show/55815.The_Z_Was_Zapped,The Z Was Zapped,Chris Van Allsburg,https://covers.openlibrary.org/b/id/257815-L.jpg,https://openlibrary.org/works/OL3743764W,"Depicts how A was in an avalanche, B was badly bitten, C was cut to ribbons, and the other letters of the alphabet suffered similar mishaps.",The Z Was Zapped,Chris Van Allsburg
Hairy Maclary's Rumpus at the Vet,Lynley Dodd,https://www.goodreads.com/book/show/1153714.Hairy_Maclary_s_Rumpus_at_the_Vet,Hairy Maclary's rumpus at the vet,Lynley Dodd,https://covers.openlibrary.org/b/id/1580499-L.jpg,https://openlibrary.org/works/OL1901898W,Recounts in rhyme the rumpus at the veterinarian's when all the animals get out of their cages.,Hairy Maclary'S Rumpus At The Vet,Lynley Dodd
Trapper,Stephen Cosgrove,https://www.goodreads.com/book/show/656501.Trapper,Trapper,Stephen Cosgrove,https://covers.openlibrary.org/b/id/640007-L.jpg,https://openlibrary.org/works/OL567531W,A tuneless seal teaches a selfish monster a lesson in sharing the beauties of nature.,Trapper,Stephen Cosgrove
There Was a Bold Lady Who Wanted a Star,Charise Mericle Harper,https://www.goodreads.com/book/show/352137.There_Was_a_Bold_Lady_Who_Wanted_a_Star,There was a bold lady who wanted a star,Charise Mericle Harper,https://covers.openlibrary.org/b/id/188386-L.jpg,https://openlibrary.org/works/OL5709221W,"In this variation on the traditional cumulative rhyme, a feisty woman tries roller skates, a bicycle, and even a rocket to reach a star.",There Was A Bold Lady Who Wanted A Star,Charise Mericle Harper
"Junie B. Jones Smells Something Fishy (Junie B. Jones, #12)",Barbara Park,https://www.goodreads.com/book/show/333317.Junie_B_Jones_Smells_Something_Fishy,Junie B. Jones Smells Something Fishy (Junie B. Jones #12),Barbara Park,https://covers.openlibrary.org/b/id/6816519-L.jpg,https://openlibrary.org/works/OL15643066W,"Junie B. Jones has a pet day problem! There's going to be a pet day at school, only guess what? No dogs allowed! And that's the only kind of pet Junie B. has! If Mother and Daddy won't buy her a new pet, Junie B. will just have to find one on her own. Like maybe a jar of ants. Or a wiggly worm. Or- could it be- something even better?","Junie B. Jones Smells Something Fishy (Junie B. Jones, #12)",Barbara Park
Growing Vegetable Soup,Lois Ehlert,https://www.goodreads.com/book/show/1717864.Growing_Vegetable_Soup,Growing Vegetable Soup,Lois Ehlert,https://covers.openlibrary.org/b/id/10768249-L.jpg,https://openlibrary.org/works/OL2347041W,A father and child grow vegetables and then make them into a soup.,Growing Vegetable Soup,Lois Ehlert
"Junie B. Jones Is (Almost) a Flower Girl (Junie B. Jones, #13)",Barbara Park,https://www.goodreads.com/book/show/284095.Junie_B_Jones_Is_Almost_a_Flower_Girl,Junie B. Jones Is (Almost) a Flower Girl (Junie B. Jones #13),Barbara Park,https://covers.openlibrary.org/b/id/9436640-L.jpg,https://openlibrary.org/works/OL17036622W,Meet the World’s Funniest Kindergartner—Junie B. Jones! Junie B.’s aunt Flo is getting married. What a perfect chance for her to show everyone how grown-up she is! Too bad she wasn’t picked to be the flower girl in the wedding so she could really show off. But surely Junie B. can still find some way to get everyone’s attention.,"Junie B. Jones Is (Almost) A Flower Girl (Junie B. Jones, #13)",Barbara Park
"Junie B. Jones Is Not a Crook (Junie B. Jones, #9)",Barbara Park,https://www.goodreads.com/book/show/853708.Junie_B_Jones_Is_Not_a_Crook,Junie B. Jones Is Not a Crook (Junie B. Jones #9),Barbara Park,https://covers.openlibrary.org/b/id/6742529-L.jpg,https://openlibrary.org/works/OL8118216W,"When Junie B. searches for her missing mittens, she discovers that they are not in the Lost and Found, but a wonderful pen is. It's only right that she should get to keep it, right?","Junie B. Jones Is Not A Crook (Junie B. Jones, #9)",Barbara Park
"Ramona's World (Ramona Quimby, #8)",Beverly Cleary,https://www.goodreads.com/book/show/91245.Ramona_s_World,Ramona's World,Beverly Cleary,https://covers.openlibrary.org/b/id/11420859-L.jpg,https://openlibrary.org/works/OL151970W,"To the delight of Ramona Quimby readers everywhere, Newbery Medal-winning author Beverly Cleary has just made Ramona's world a little bit bigger.As she starts the fourth grade, Ramona believes that this year will be ""the best year of her life, so far."" She can show off her calluses from swinging on the rings in the park; the boy she calls Yard Ape sits across the aisle from her; her teacher praises her writing; and she has a new baby sister, Roberta. But best of all, she has a new best friend, Daisy.Little does Ramona know the challenges her fourth-grade year holds in store. Not only must she improve her rotten spelling, but she must also be a good role model for baby Roberta. And her mother wants her to spend more time with the awful Susan.Life isn't easy, especially when she is surrounded by perfect spellers and everyone praises her big sister, Beezus, for being responsible. Sometimes Ramona fails, often with hilarious results. But with the support of family and friends, she discovers something reassuring -- that being imperfect can be perfectly fine.","Ramona'S World (Ramona Quimby, #8)",Beverly Cleary
A Taste of Blackberries,Doris Buchanan Smith,https://www.goodreads.com/book/show/252000.A_Taste_of_Blackberries,A taste of blackberries,Doris Buchanan Smith,https://covers.openlibrary.org/b/id/4494919-L.jpg,https://openlibrary.org/works/OL3918128W,A young boy recounts his efforts to adjust to the accidental death of his friend,A Taste Of Blackberries,Doris Buchanan Smith
A Gift of Magic,Lois Duncan,https://www.goodreads.com/book/show/47755.A_Gift_of_Magic,A gift of magic,Lois Duncan,https://covers.openlibrary.org/b/id/1636448-L.jpg,https://openlibrary.org/works/OL29693W,"Until she learns to control it, Nancy's gift of extrasensory perception brings her more trouble than she can handle.",A Gift Of Magic,Lois Duncan
"Black Hearts in Battersea (The Wolves Chronicles, #2)",Joan Aiken,https://www.goodreads.com/book/show/36637.Black_Hearts_in_Battersea,Black Hearts in Battersea (Wolves #2),Joan Aiken,https://covers.openlibrary.org/b/id/258003-L.jpg,https://openlibrary.org/works/OL262061W,"Simon, the foundling from *The Wolves of Willoughby Chase*, arrives in London to meet an old friend and pursue the study of painting. Instead he finds himself unwittingly in the middle of a wicked crew's fiendish caper to overthrow the good King James and the Duke and Duchess of Battersea. With the help of his friend Sophie and the resourceful waif Dido, Simon narrowly escapes a series of madcap close calls and dangerous run-ins. In a time and place where villains do nothing halfway, Simon is faced with wild wolves, poisoned pies, kidnapping, and a wrecked ship. This is a cleverly contrived tale of intrigue and misadventure.","Black Hearts In Battersea (The Wolves Chronicles, #2)",Joan Aiken
I Love You Because You're You,Liza Baker,https://www.goodreads.com/book/show/868262.I_Love_You_Because_You_re_You,I love you because you're you,Liza Baker,https://covers.openlibrary.org/b/id/6780487-L.jpg,https://openlibrary.org/works/OL15754563W,"Describes, in rhyming text and illustrations, a mother's love for her child no matter how he feels or what he does.",I Love You Because You'Re You,Liza Baker
How My Parents Learned to Eat,Ina R. Friedman,https://www.goodreads.com/book/show/1923340.How_My_Parents_Learned_to_Eat,How My Parents Learned to Eat,Ina R. Friedman,https://covers.openlibrary.org/b/id/255651-L.jpg,https://openlibrary.org/works/OL3371593W,"An American sailor courts a Japanese girl and each tries, in secret, to learn the other's way of eating.",How My Parents Learned To Eat,Ina R. Friedman
ABC3D,Marion Bataille,https://www.goodreads.com/book/show/3095038-abc3d,ABC3D,Marion Bataille,https://covers.openlibrary.org/b/id/5345569-L.jpg,https://openlibrary.org/works/OL9992107W,"Prepare to be amazed. Turn the pages of this remarkable book and you'll be treated to 26 dimensional letters that move and change before your eyes. From the lenticular cover that changes with the angle of your hands all the way to the Z, ABC3D is as much a work of art as it is a pop-up book. Each of the 26 three-dimensional letters move and change before your eyes. C turns into D with a snap. M stands at attention. X becomes Y with a flick of the wrist. And then there's U...Boldly conceived and brilliantly executed with a striking black, red, and white palette, this is a book that readers and art lovers of all ages will treasure for years to come. - Publisher.",Abc3D,Marion Bataille
Baseball Saved Us,Ken Mochizuki,https://www.goodreads.com/book/show/532469.Baseball_Saved_Us,Baseball Saved Us,Ken Mochizuki,https://covers.openlibrary.org/b/id/4856276-L.jpg,https://openlibrary.org/works/OL1989149W,"A Japanese American boy learns to play baseball when he and his family are forced to live in an internment camp during World War II, and his ability to play helps him after the war is over.",Baseball Saved Us,Ken Mochizuki
"Junie B. Jones Has a Monster Under Her Bed (Junie B. Jones, #8)",Barbara Park,https://www.goodreads.com/book/show/958281.Junie_B_Jones_Has_a_Monster_Under_Her_Bed,Junie B. Jones Has a Monster Under Her Bed,Barbara Park,https://covers.openlibrary.org/b/id/423911-L.jpg,https://openlibrary.org/works/OL66256W,"After hearing from a classmate at kindergarten that people have monsters under their beds, Junie B. Jones is afraid to go to sleep that night.","Junie B. Jones Has A Monster Under Her Bed (Junie B. Jones, #8)",Barbara Park
What Do You Do With an Idea?,Kobi Yamada,https://www.goodreads.com/book/show/18570357-what-do-you-do-with-an-idea,What Do You Do with an Idea?,Kobi Yamada,https://covers.openlibrary.org/b/id/8197243-L.jpg,https://openlibrary.org/works/OL17885967W,"This is the story of one brilliant idea and the child who helps to bring it into the world. As the child's confidence grows, so does the idea itself. And then, one day, something amazing happens.",What Do You Do With An Idea?,Kobi Yamada
Monkey and Me,Emily Gravett,https://www.goodreads.com/book/show/899588.Monkey_and_Me,Monkey and Me,Emily Gravett,https://covers.openlibrary.org/b/id/1149144-L.jpg,https://openlibrary.org/works/OL5835481W,"Excited about their trip to the zoo, a young girl and her stuffed monkey delight in mimicking all the animals they see, such as a hopping kangaroo and stomping elephant, during their wonderful outing together.",Monkey And Me,Emily Gravett
Jane-Emily,Patricia Clapp,https://www.goodreads.com/book/show/805601.Jane_Emily,Jane-Emily,Patricia Clapp,https://covers.openlibrary.org/b/id/4942574-L.jpg,https://openlibrary.org/works/OL4970301W,"Emily was a selfish, willful, hateful child who died before her thirteenth birthday. But that was a long time ago.Jane is nine years old and an orphan when she and her young Aunt Louisa come to spend the summer at Jane's grandmother's house, a large, mysterious mansion in Massachusetts. Then one day . . . Jane stares into a reflecting ball in the garden—and the face that looks back at her is not her own.Many years earlier, a child of rage and malevolence lived in this place. And she never left. Now Emily has dark plans for little Jane—a blood-chilling purpose that Louisa, just a girl herself, must battle with all her heart, soul, and spirit . . . or she will lose her innocent, helpless niece forever.One of the most adored ghost stories of all time is available again after thirty years—to thrill and chill a new generation!",Jane-Emily,Patricia Clapp
The Prince and the Pauper,Mark Twain,https://www.goodreads.com/book/show/62446.The_Prince_and_the_Pauper,The Prince and the Pauper,Mark Twain,https://covers.openlibrary.org/b/id/8221267-L.jpg,https://openlibrary.org/works/OL53994W,"When young Edward VI of England and a poor boy who resembles him exchange places, each learns something about the other's very different station in life. Includes a brief biography of the author.",The Prince And The Pauper,Mark Twain
The New Kid on the Block,Jack Prelutsky,https://www.goodreads.com/book/show/488240.The_New_Kid_on_the_Block,The New Kid on the Block,Jack Prelutsky,https://covers.openlibrary.org/b/id/430136-L.jpg,https://openlibrary.org/works/OL115298W,Come and read a humorous American poetry. It is fun!,The New Kid On The Block,Jack Prelutsky
Amazing Grace,Mary Hoffman,https://www.goodreads.com/book/show/765193.Amazing_Grace,Amazing Grace,Mary Hoffman,https://covers.openlibrary.org/b/id/575114-L.jpg,https://openlibrary.org/works/OL86616W,"Although a classmate says that she cannot play Peter Pan in the school play because she is black, Grace discovers that she can do anything she sets her mind to do.",Amazing Grace,Mary Hoffman
Open House for Butterflies,Ruth Krauss,https://www.goodreads.com/book/show/22765.Open_House_for_Butterflies,Open House for Butterflies (Carrot Seed Classics),Ruth Krauss,https://covers.openlibrary.org/b/id/24906-L.jpg,https://openlibrary.org/works/OL2040944W,"The book gives insight into an alternate and straightforward way of looking at things and events around us. For a moment, you can take away the idea that you are an adult, or you may forget what you think you are and read Krauss's and Sendak's revelations. It's joyful to be in that moment!",Open House For Butterflies,Ruth Krauss
Adventures of Cow,Lori Korchek,https://www.goodreads.com/book/show/833058.Adventures_of_Cow,Adventures of Cow,Lori Korchek,https://covers.openlibrary.org/b/id/845438-L.jpg,https://openlibrary.org/works/OL5709993W,"A lost and somewhat confused toy cow has many grand adventures before finding her way home, where she decides to write a book.",Adventures Of Cow,Lori Korchek
A Spell Is Cast,Eleanor Cameron,https://www.goodreads.com/book/show/344580.A_Spell_Is_Cast,A Spell is Cast,Eleanor Cameron,https://covers.openlibrary.org/b/id/13850763-L.jpg,https://openlibrary.org/works/OL4280490W,"During her visit to Tarnhelm, a huge old house on the California coast, Cory Winterslow discovers the secret of her past.",A Spell Is Cast,Eleanor Cameron
Curious George Goes to the Hospital,Margret Rey,https://www.goodreads.com/book/show/899962.Curious_George_Goes_to_the_Hospital,Curious George goes to the hospital,Margret Rey,https://covers.openlibrary.org/b/id/6790441-L.jpg,https://openlibrary.org/works/OL536445W,A curious monkey goes to the hospital after swallowing a piece of jigsaw puzzle.,Curious George Goes To The Hospital,Margret Rey
"Junie B. Jones and the Yucky Blucky Fruitcake (Junie B. Jones, #5)",Barbara Park,https://www.goodreads.com/book/show/958280.Junie_B_Jones_and_the_Yucky_Blucky_Fruitcake,Junie B. Jones and the Yucky Blucky Fruitcake (Junie B. Jones #5),Barbara Park,https://covers.openlibrary.org/b/id/6996629-L.jpg,https://openlibrary.org/works/OL16053352W,"Junie B. is having a run of bad luck, losing every game at the school carnival. When she finally wins the Cake Walk on her last ticket, she chooses a fruitcake as her prize. But who in the heck knew that sparkly foil-wrapped fruitcake was really a lethal weapon in disguise? ""The innocent first-person narrative will make lower-school readers laugh out loud at her mispronunciations as they recognize their own confusion and failure.","Junie B. Jones And The Yucky Blucky Fruitcake (Junie B. Jones, #5)",Barbara Park
"Flyte (Septimus Heap, #2)",Angie Sage,https://www.goodreads.com/book/show/355917.Flyte,"Flyte [UNABRIDGED CD] (Audiobook) (Book 2, The Septimus Heap series)",Angie Sage,https://covers.openlibrary.org/b/id/30551-L.jpg,https://openlibrary.org/works/OL3261587W,"It's been a year since Septimus Heap discovered his real family and true calling to be a wizard. As Apprentice to Extra Ordinary Wizard Marcia Overstrand, he is learning the fine arts of Conjurations, Charms, and other Magyk, while Jenna is adapting to life as the Princess and enjoying the freedom of the Castle.But there is something sinister at work. Marcia is constantly trailed by a menacing Darke Shadow, and Septimus's brother Simon seems bent on a revenge no one understands. Why is the Darke Magyk still lingering?Bringing fantasy to new heights, Angie Sage continues the journey of Septimus Heap with her trademark humor and all of the clever details readers have come to love.","Flyte (Septimus Heap, #2)",Angie Sage
The Tale of Three Trees,Angela Elwell Hunt,https://www.goodreads.com/book/show/181400.The_Tale_of_Three_Trees,The tale of three trees,Angela Elwell Hunt,https://covers.openlibrary.org/b/id/1389000-L.jpg,https://openlibrary.org/works/OL14852487W,Three trees that dream of greatness are surprised by the way their dreams come true.,The Tale Of Three Trees,Angela Elwell Hunt
The Story of Tracy Beaker,Jacqueline Wilson,https://www.goodreads.com/book/show/16127207-the-story-of-tracy-beaker,The story of Tracy Beaker,Jacqueline Wilson,https://covers.openlibrary.org/b/id/243937-L.jpg,https://openlibrary.org/works/OL37907W,"'I'm Tracy Beaker. This is a book all about me. I'd read it if I were you. It's the most incredible dynamic heart-rending story. Honest.'

Tracy is ten years old. She lives in a Children's Home but would like a real home one day, with a real family. Meet Tracy, follow her story and share her hopes for the future in this beautifully observed, touching and often very funny tale, all told in Tracy's own words.",The Story Of Tracy Beaker,Jacqueline Wilson
The Happy Prince and Other Tales,Oscar Wilde,https://www.goodreads.com/book/show/779021.The_Happy_Prince_and_Other_Tales,The Happy Prince and other tales,Oscar Wilde,https://covers.openlibrary.org/b/id/8783546-L.jpg,https://openlibrary.org/works/OL14877874W,"This captivating collection contains all nine of Wilde's charming, sensitive stories for young readers. Included are The Happy Prince,"" a tale of a young nobleman who in his lifetime sought only pleasure, but in death, as a gold-encrusted statue, provides aid to the needy; ""The Selfish Giant,"" in which children are prohibited from playing in the garden of an unfeeling colossus; and ""The Star-Child,"" the tale of a beautiful boy whose ugly spirit causes his physical appearance to become equally grotesque. Also here are ""The Nightingale and the Rose,"" ""The Birthday of the Infanta,"" ""The Remarkable Rocket,"" ""The Devoted Friend,"" ""The Young King,"" and ""The Fisherman and His Soul.""",The Happy Prince And Other Tales,Oscar Wilde
"Junie B. Jones Is a Beauty Shop Guy (Junie B. Jones, #11)",Barbara Park,https://www.goodreads.com/book/show/333323.Junie_B_Jones_Is_a_Beauty_Shop_Guy,Junie B. Jones Is a Beauty Shop Guy (Junie B. Jones #11),Barbara Park,https://covers.openlibrary.org/b/id/4635205-L.jpg,https://openlibrary.org/works/OL17889893W,"What's the bestest job ever? A beauty shop guy, that's what! And Junie B. Jones is going to be one when she grows up. But first she needs a little practice. And a few volunteers. Like her bunny slippers. And her dog. And maybe even...herself? Is Junie B. on her way to a great new career? Or is she about to have the worst hair day ever?","Junie B. Jones Is A Beauty Shop Guy (Junie B. Jones, #11)",Barbara Park
Ballet Shoes (Shoes #1),Noel Streatfeild,https://www.goodreads.com/book/show/26496387-ballet-shoes,Ballet Shoes (Shoes #1),Noel Streatfeild,https://covers.openlibrary.org/b/id/747323-L.jpg,https://openlibrary.org/works/OL3414832W,"When three orphans--Pauline, Petrova, and Posy--vow to make a name for themselves, they have no idea that it's going to be such hard work! With the help of a kindly benefactress, they launch themselves into the world of show business, complete with working papers, the glare of the footlights...and practice, practice, practice.

Each girl quickly finds her own special talent. Pauline--with a flair for the dramatic--seems destined for the movies. Posy is a born dancer. Practical Petrova, however, discovers she'd rather pilot a plane than do a pirouette.",Ballet Shoes (Shoes #1),Noel Streatfeild
"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",Rachel Renée Russell,https://www.goodreads.com/book/show/9635657-tales-from-a-not-so-talented-pop-star,Tales from a Not-so-talented Pop Star (Dork Diaries #3),Rachel Renée Russell,https://covers.openlibrary.org/b/id/14424555-L.jpg,https://openlibrary.org/works/OL15739796W,"When scholarship student Nikki Maxwell, whose father is the school exterminator, decides to enter the talent show at her expensive private school, her nemesis MacKenzie threatens to reveal Nikki's status to the rest of the school. Book #","Tales From A Not-So-Talented Pop Star (Dork Diaries, #3)",Rachel Renée Russell
